geoid,threshold,tot_jobs,BOROUGH,NEIGHBORHOOD,NO_NEIGHBORHOOD,CITY,STATE,COUNTRY,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,EASE-MENT,BUILDING_CLASS_AT_PRESENT,House_Apt,Num_House_Apt,ADDRESS,APARTMENT_NUMBER,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,GROSS_SQfT/ResidentialUnit,GROSS_SqM/RESIDENTIALUNIT,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE,FINANCIAL_YEAR,id,t,PRICE_GRSqFt,PRICE_Gross_SqM,Unit_Price_SqFt,Unit_Price_SqM,103 St (Line 1),103 St (Line ABC),103th St station (Line 456),110th St station (Line 456),116th St station (Line 456),5 Ave Station (Line NRW),57th St (Line F),59 St-Columbus Circle (Line 12),66 St-Lincoln Center (Line 12),68th St station (Line 456),72 St (Line 123),72 St (Line ABC),77th St station (Line 456),79 St (Line 12),81 St (Line ABC),86 St (Line 12),86 St (Line ABC),86th St station (Line 456),96 St (Line 1),96 St (Line ABC),96th St station (Line 456),Cathedral Parkway 110 St (Line 1),Cathedral Parkway 110 St (Line ABC),Grand Central Terminal,Harlem 125th St station (Line 456),Lexington Ave-53th St station (Line NQ),Lexington Ave-59th St station (Line 456),Lexington Ave-63th St station (Line NQ),96th St station (Line NQ),86th St station (Line NQ),72th St station (Line NQ),DistB4_NearestSta,DisAft_NearestSta,Delta_Dis_Nearest,Size_1,Size_2,Size_3,Time_1,Time_2,Time_3,Location_1,Location_2,Location_3,Location_4,Type,AllSta_1000,No_NewSta_1000,NewSta_1000,y,x,Y2014,Y2015,Y2016,Y2017,Y2018,DeltaDistance_Time3,A2014,A2015,A2016,A2017,A2018,Delta_A_2015,Delta_A_2016,Delta_A_2017,Delta_A_2018
3.61E+14,30,1720100,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1496,8, ,A7,House,0,7 EAST 84TH   STREET                     ,            ,10028,1, -   ,1,"2,554","9,000",9000,836.127,1920,1,A7,27000500,2/3/2016,2016,2876,11,3000.06,32292.3,3000.06,32292.3,2355.547308,1864.546626,1627.924204,2192.30028,2670.84872,1955.019786,2251.887872,2192.595503,1898.634111,1374.845496,1795.961296,1374.69467,713.1592154,1692.929883,982.3282045,1648.755383,959.5735576,424.4894758,1843.678221,1440.340401,1052.546509,2869.548967,2412.90453,3329.835089,3355.361727,2567.405161,2001.356769,1806.417042,1150.644705,790.1349725,1271.635546,424.4894758,424.4894758,0,0,0,1,0,1,0,1,0,0,0,0,5,1,1,40.7800191,-73.960573,0,0,1,0,0,0,2142945,2213241,2299383,2351907,2405200,0.032803455,0.038921202,0.02284265,0.022659484
3.61E+14,30,1633169,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1492,44, ,A4,House,0,46 EAST 81ST   STREET                    ,            ,10028,1, -   ,1,"2,043","5,400",5400,501.6762,1901,1,A4,16000000,1/21/2016,2016,2902,11,2962.96,31893.04,2962.96,31893.04,2664.301857,2182.628123,1873.828695,2445.776056,2926.887105,1694.08145,2018.19768,2037.7783,1838.085641,1067.32382,1811.982081,1325.539719,396.5426429,1810.937689,1107.170942,1855.808504,1186.113225,489.7461753,2125.494693,1751.685708,1270.079802,3184.324532,2729.379166,3047.93666,3621.786606,2266.768937,1704.461497,1499.535155,1286.400366,744.4309475,956.2874502,396.5426429,396.5426429,0,0,0,1,0,1,0,1,0,0,0,0,3,2,1,40.7771595,-73.9604697,0,0,1,0,0,0,689421,566537,592947,1221134,1263741,-0.178242322,0.046616549,1.059431956,0.034891339
3.61E+14,30,2159168,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1404,65, ,A4,House,0,116 EAST 70TH   STREET                   ,            ,10021,1, -   ,1,"1,992","6,480",6480,602.01144,1901,1,A4,19000000,11/10/2016,2016,2892,11,2932.1,31560.82,2932.1,31560.82,3477.739839,3070.068919,2782.370661,3356.423968,3837.602668,850.3403332,1239.049138,1514.28198,1644.249364,151.0092844,1846.133935,1291.698604,610.5608098,2119.807786,1569.030899,2389.017211,1842.43495,1350.334721,2850.481273,2592.828558,2166.396751,4027.467651,3636.374593,2130.619109,4539.336362,1335.412852,774.6537569,573.6923343,2103.174891,1412.221543,478.4549053,151.0092844,151.0092844,0,0,0,1,0,1,0,1,0,0,0,0,5,1,1,40.769243,-73.964083,0,0,1,0,0,0,1095062,1154108,1258240,1310978,1319924,0.053920235,0.090227258,0.041914102,0.006823913
3.61E+14,30,1559481,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1427,16, ,A4,House,0,235 EAST 72ND   STREET                   ,            ,10021,1, -   ,1,"1,788","3,512",3512,326.275336,1910,1,A4,10100000,1/19/2016,2016,2947,11,2875.85,30955.41,2875.85,30955.41,3536.704768,3057.114555,2591.985516,3162.030951,3638.993068,1222.949857,1627.165611,1934.120818,2034.730113,427.8230051,2195.014617,1638.004312,481.1137431,2399.605611,1778.457138,2593.230747,1980.979634,1172.243514,2966.804108,2627.144446,1973.043249,4061.394802,3593.631846,2382.318017,4349.20979,1530.70615,1027.468226,769.5113742,1846.557467,1128.345036,89.88636966,427.8230051,89.88636966,337.9366354,0,0,1,0,1,0,1,0,0,0,0,3,1,1,40.7693371,-73.9590991,0,0,1,0,0,0,1035988,916223,929049,1511646,1574256,-0.115604621,0.013998775,0.627089637,0.041418427
3.61E+14,30,1432709,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1520,105, ,A4,House,0, 107 EAST 91ST STREET                      ,            ,10128,1,0,1,"1,510","2,613",2613,242.755539,1901,1, A4 ,7500000,2015/8/25,2015,2671,10,2870.26,30895.24,2870.26,30895.24,2245.119514,1616.479607,1010.668074,1584.291393,2065.667737,2559.637441,2880.365306,2844.82733,2530.130369,1896.076616,2381.822019,2007.534168,1173.18771,2174.802348,1503.088829,1978.175064,1319.656794,435.7913332,1926.87641,1369.078086,405.822497,2674.040567,2069.191062,3902.423443,2766.331661,3097.852413,2546.288619,2322.5403,542.5814091,649.0590029,1664.062142,405.822497,405.822497,0,0,0,1,0,1,0,1,0,0,0,1,4,2,1,40.783305,-73.954156,0,1,0,0,0,0,1095062,1154108,1258240,1310978,1319924,0.053920235,0.090227258,0.041914102,0.006823913
3.61E+14,30,1943892,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1380,143, ,A7,House,0, 58 EAST 66TH   STREET                     ,            ,10065,1,0,1,"2,008","6,000",6000,557.418,1922,1, A7 ,17150000,2014/7/31,2014,476,9,2858.33,30766.81,2858.33,30766.81,3658.271515,3301.236057,3100.633433,3673.904012,4155.267154,501.1064233,893.9539743,1237.18129,1485.835713,313.6563564,1761.367809,1234.004576,948.4099245,2122.184037,1664.909882,2465.332865,1989.933003,1677.055525,2995.005778,2799.735003,2489.122825,4221.416889,3880.872542,1817.735099,4852.243031,1075.599086,509.2086938,417.2313141,2443.129256,1759.086024,773.9070482,313.6563564,313.6563564,0,0,0,1,0,1,0,1,0,0,0,1,6,1,1,40.7674511,-73.9674888,1,0,0,0,0,0,1866710,1855513,1937266,1956584,2016858,-0.005998254,0.044059513,0.009971785,0.030805731
3.61E+14,30,1702236,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1495,12, ,A4,House,0,21 EAST 83RD STREET                      ,            ,10028,1, -   ,1,"1,839","5,130",5130,476.59239,1925,1,A4,14386848,3/11/2016,2016,2908,11,2804.45,30186.86,2804.45,30186.86,2430.058551,1942.712359,1689.262715,2256.048277,2735.472436,1886.635414,2189.340124,2147.141488,1874.322997,1297.645583,1789.94394,1351.233309,635.582562,1712.756775,1000.66985,1692.768978,1007.209545,424.3893532,1909.632905,1515.613062,1105.127202,2946.172369,2491.168944,3257.765612,3422.690504,2491.594894,1926.110693,1729.412675,1181.932112,771.6154966,1194.55661,424.3893532,424.3893532,0,0,0,1,0,1,0,1,0,0,0,0,3,1,1,40.7793149,-73.960604,0,0,1,0,0,0,1113637,1113780,1146602,1189924,1236581,0.000128408,0.029469015,0.037782945,0.039210067
3.61E+14,30,1645397,1,UPPER WEST SIDE (59-79)  ,2,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1128,59, ,A4,House,0, 52 WEST 76TH STREET                       ,            ,10023,1,0,1,"1,941","6,693",6693,621.799779,1910,1, A4 ,18500000,2015/7/15,2015,544,10,2764.08,29752.3,2764.08,29752.3,2408.152937,2297.608392,2725.525933,3221.839453,3662.843812,1665.663982,1714.403458,1276.821482,700.0372515,1674.212008,461.9440581,351.2154331,1551.016822,581.8774923,469.6087473,998.2495574,857.6105764,1755.72317,1669.091299,1742.51002,2270.485896,2991.637848,2894.207254,2971.746457,4268.523588,2487.874304,1989.151261,1957.659773,2457.34729,2093.737276,1935.237343,351.2154331,351.2154331,0,0,0,1,0,1,0,0,1,0,0,1,7,0,0,40.77954,-73.976424,0,1,0,0,0,0,1170872,1125477,1160579,1612144,1664998,-0.03877025,0.031188554,0.389085965,0.032784913
3.61E+14,30,2077746,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1404,25, ,A4,House,0, 147 EAST 69TH   STREET                    ,            ,10021,1,0,1,"2,510","6,525",6525,606.192075,1901,1, A4 ,18000000,2015/8/14,2015,2561,10,2758.62,29693.52,2758.62,29693.52,3581.526382,3157.847203,2820.49705,3394.246323,3874.631796,883.6031006,1285.662623,1608.320443,1767.415582,90.24195949,1976.889184,1423.11468,642.6110671,2251.432018,1693.819256,2514.571971,1957.631531,1385.7915,2963.984558,2690.207154,2201.856255,4126.740048,3717.847052,2102.760075,4579.818566,1282.200471,737.8652197,507.4232481,2116.48299,1411.848053,382.2907155,90.24195949,90.24195949,0,0,0,1,0,1,0,1,0,0,0,1,5,1,1,40.768403,-73.9629704,0,1,0,0,0,0,1095062,1154108,1258240,1310978,1319924,0.053920235,0.090227258,0.041914102,0.006823913
3.61E+14,30,1599218,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1491,14, ,S1,Apt,1, 27 EAST 79TH   STREET                     ,            ,10075,1,1,2,"2,452","5,760",5760,535.12128,1920,1, S1 ,15750000,2015/3/20,2015,2577,10,2734.38,29432.54,2734.38,29432.54,2682.921796,2239.1922,2015.467179,2584.567702,3064.724154,1555.234079,1865.75137,1866.801889,1669.004927,980.4964013,1657.49849,1159.775119,404.093701,1690.811346,1000.704647,1780.872557,1134.286791,658.8752423,2107.92753,1780.15528,1420.636812,3217.513094,2800.980857,2925.333921,3754.119984,2165.3065,1598.190999,1409.708701,1454.328977,913.2149902,945.637641,404.093701,404.093701,0,0,0,1,0,1,0,1,0,0,0,0,4,2,1,40.7766542,-73.9624098,0,1,0,0,0,0,1912048,1899323,1973912,2005362,2057813,-0.006655168,0.039271361,0.015932828,0.026155377
3.61E+14,30,2452510,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1395,165, ,A4,House,0, 116 EAST 61ST   STREET                    ,            ,10065,1,0,1,"1,858","3,687",3687,342.533361,1899,1, A4 ,9900000,2015/8/4,2015,2630,10,2685.11,28902.25,2685.11,28902.25,4075.621237,3724.815371,3494.042829,4068.089862,4549.281488,368.8595243,748.8556427,1295.597024,1708.503335,600.9178165,2047.086424,1560.553771,1319.768649,2466.703557,2063.576515,2848.447497,2402.734229,2061.661878,3403.521497,3222.118451,2877.95645,4641.098564,4304.113128,1419.16884,5250.671002,652.3296748,98.13796761,269.4484752,2804.867717,2100.762256,998.1387461,98.13796761,98.13796761,0,0,0,1,0,1,0,1,0,0,0,1,6,1,1,40.7636897,-73.9682843,0,1,0,0,0,0,1827101,1820884,1885917,1978026,2046779,-0.003402658,0.03571507,0.048840431,0.03475839
3.61E+14,30,2083426,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1405,64, ,A4,House,0, 120 EAST 71ST STREET                      ,            ,10021,1,0,1,"1,674","5,285",5285,490.992355,1920,1, A4 ,14100000,2014/3/21,2014,784,9,2667.93,28717.31,2667.93,28717.31,3409.622717,2993.561593,2696.342786,3270.399776,3751.568311,929.601168,1313.165439,1562.428773,1659.130121,223.9822417,1841.099565,1284.350842,524.9884992,2092.324703,1522.64674,2343.73519,1783.487084,1264.279525,2789.907897,2520.795586,2080.33037,3956.618185,3557.573068,2216.685397,4453.412328,1419.535718,860.1178664,654.1847308,2018.410876,1329.971591,450.5666777,223.9822417,223.9822417,0,0,0,1,0,1,0,1,0,0,0,1,5,1,1,40.7699054,-73.9635543,1,0,0,0,0,0,1911957,1786717,1854423,1894855,1952569,-0.065503565,0.037894082,0.021803008,0.030458267
3.61E+14,30,1599218,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1491,58, ,A4,House,0, 26 EAST 80TH   STREET                     ,            ,10075,1,0,1,"1,706","7,450",7450,692.12735,1899,1, A4 ,19850000,2015/5/5,2015,2556,10,2664.43,28679.65,2664.43,28679.65,2658.356515,2206.046075,1968.852933,2538.246946,3018.52309,1601.05641,1912.854247,1912.535698,1707.464191,1016.985772,1687.316409,1195.790552,413.9706406,1706.268767,1010.454534,1781.128636,1126.754135,612.9720013,2092.078257,1752.812333,1373.428315,3189.745694,2765.012725,2969.175372,3708.531943,2205.503072,1639.035443,1447.320917,1407.891942,874.7593568,964.3622062,413.9706406,413.9706406,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1,40.7769426,-73.9619965,0,1,0,0,0,0,1665858,1774966,1837820,1930318,1991905,0.065496579,0.035411383,0.050330283,0.031905106
3.61E+14,30,1598294,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1492,125, ,A4,House,0, 51 EAST 80TH   STREET                     ,            ,10075,1,0,1,"2,350","8,876",8876,824.607028,1899,1, A4 ,23500000,2014/7/24,2014,2195,9,2647.59,28498.38,2647.59,28498.38,2675.695929,2203.447425,1914.653226,2486.099331,2967.066137,1652.897394,1974.693079,1992.203046,1795.569099,1036.214056,1774.819865,1284.331441,383.6159359,1784.255955,1083.69498,1841.860947,1177.608896,535.2415282,2127.172338,1765.07282,1312.591041,3199.615367,2754.146534,3010.23423,3660.857174,2233.413879,1669.819033,1468.316651,1331.84375,786.5148994,942.907673,383.6159359,383.6159359,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1,40.776963,-73.960945,1,0,0,0,0,0,1702668,1708437,1766966,1850098,1912479,0.003388212,0.034258799,0.047047878,0.033717673
3.61E+14,30,1624675,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,01  ONE FAMILY DWELLINGS                    ,1,1511,28, ,A4,House,0, 163 EAST 82ND STREET                      ,            ,10028,1,0,1,"1,572","5,884",5884,546.641252,1899,1, A4 ,15550000,2014/7/10,2014,2222,9,2642.76,28446.4,2642.76,28446.4,2812.238418,2267.970049,1755.347542,2328.29474,2807.966938,1869.772923,2225.783582,2314.439035,2157.112496,1152.46475,2142.343487,1649.8537,431.8217303,2130.479123,1421.483983,2137.691541,1452.764898,326.2622809,2334.959864,1895.853694,1135.781435,3302.724174,2777.452072,3168.809632,3514.987797,2346.700079,1805.129617,1571.166286,1065.068658,431.4409144,904.017352,326.2622809,326.2622809,0,0,0,1,0,1,0,1,0,0,0,1,3,2,1,40.7767042,-73.9565896,1,0,0,0,0,0,1479300,1227472,1269626,1325401,1367505,-0.17023457,0.034342128,0.04393026,0.03176699
