geoid,threshold,tot_jobs,BOROUGH,NEIGHBORHOOD,NO_NEIGHBORHOOD,CITY,STATE,COUNTRY,BUILDING_CLASS_CATEGORY,TAX_CLASS_AT_PRESENT,BLOCK,LOT,EASE-MENT,BUILDING_CLASS_AT_PRESENT,House_Apt,Num_House_Apt,ADDRESS,APARTMENT_NUMBER,ZIP_CODE,RESIDENTIAL_UNITS,COMMERCIAL_UNITS,TOTAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,GROSS_SQfT/ResidentialUnit,GROSS_SqM/RESIDENTIALUNIT,YEAR_BUILT,TAX_CLASS_AT_TIME_OF_SALE,BUILDING_CLASS_AT_TIME_OF_SALE,SALE_PRICE,SALE_DATE,FINANCIAL_YEAR,id,t,PRICE_GRSqFt,PRICE_Gross_SqM,Unit_Price_SqFt,Unit_Price_SqM,103 St (Line 1),103 St (Line ABC),103th St station (Line 456),110th St station (Line 456),116th St station (Line 456),5 Ave Station (Line NRW),57th St (Line F),59 St-Columbus Circle (Line 12),66 St-Lincoln Center (Line 12),68th St station (Line 456),72 St (Line 123),72 St (Line ABC),77th St station (Line 456),79 St (Line 12),81 St (Line ABC),86 St (Line 12),86 St (Line ABC),86th St station (Line 456),96 St (Line 1),96 St (Line ABC),96th St station (Line 456),Cathedral Parkway 110 St (Line 1),Cathedral Parkway 110 St (Line ABC),Grand Central Terminal,Harlem 125th St station (Line 456),Lexington Ave-53th St station (Line NQ),Lexington Ave-59th St station (Line 456),Lexington Ave-63th St station (Line NQ),96th St station (Line NQ),86th St station (Line NQ),72th St station (Line NQ),DistB4_NearestSta,DisAft_NearestSta,Delta_Dis_Nearest,Size_1,Size_2,Size_3,Time_1,Time_2,Time_3,Location_1,Location_2,Location_3,Location_4,Type,AllSta_1000,No_NewSta_1000,NewSta_1000,y,x,Y2014,Y2015,Y2016,Y2017,Y2018,DeltaDistance_Time3,A2014,A2015,A2016,A2017,A2018,Delta_A_2015,Delta_A_2016,Delta_A_2017,Delta_A_2018
3.61E+14,30,1794109,1,UPPER EAST SIDE (79-96),1,manhattan,new york,USA,04 TAX CLASS 1 CONDOS,1C,1523,1001,,R6,Apt,1, 175 EAST 94TH STREET ,1,10128,1,0,1,943,"2,351",2351,218.414953,0,1, R6 ,2250000,2018/8/2,2018,3913,13,957.04,10301.48,957.04,10301.48,2320.100764,1645.17924,782.7513387,1351.201888,1828.872282,2828.194801,3161.117566,3146.748563,2838.281713,2133.621157,2685.444334,2315.694721,1410.443604,2458.953608,1800.313464,2225.544721,1590.088933,671.0916598,2093.760538,1498.751211,176.2801455,2697.255948,2025.028724,4149.16096,2538.413034,3327.050554,2786.311231,2551.945225,272.2009585,734.4170276,1856.847074,176.2801455,176.2801455,0,0,0,1,0,0,1,1,0,0,0,1,5,2,1,40.78435,-73.950766,0,0,0,0,1,0,997026,902948,926693,965127,1008264,-0.094358623,0.026297195,0.041474361,0.044695672
3.61E+14,30,2374167,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2A,1396,31, ,C3,Apt,1, 163 EAST 61ST   STREET                    ,4,10065,4,0,4,"2,008","4,032",1008,93.646224,1930,2, C3 ,"185,000,000",2015/2/26,2015,2503,10,183531.75,1975517.36,45882.94,493879.34,4134.414698,3755.162586,3458.309446,4031.929528,4512.103471,554.6828606,931.0426267,1479.495209,1871.832,559.0003327,2194.665882,1691.14777,1280.705081,2591.368357,2150.320913,2949.235183,2471.482292,2023.687162,3478.161145,3265.503744,2839.395352,4693.576929,4326.504013,1477.247973,5217.764496,644.3440899,143.8556288,136.1598296,2743.173307,2029.724509,892.4260038,136.1598296,136.1598296,0,1,0,0,0,1,0,1,0,0,0,1,6,1,1,40.7632014,-73.9661704,0,1,0,0,0,0,1722292,1768979,1826471,1911369,1974022,0.027107482,0.032500103,0.046481986,0.032779123
3.61E+14,30,1631391,1,MIDTOWN EAST             ,4,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1369,35, ,C4,Apt,1, 428 EAST 58TH STREET                      ,            ,10022,8,1,9,"2,058","4,960",620,57.59986,1900,2, C4 ,32300000,2015/1/20,2015,2531,10,52096.77,560764.47,6512.1,70095.56,4707.798008,4272.033706,3804.952431,4368.676437,4840.00601,1183.863824,1484.760784,2106.316753,2545.659475,1082.688006,2873.660243,2365.881207,1703.892948,3260.710151,2782.578835,3594.306405,3074.577714,2403.157564,4083.276348,3814.646659,3190.218367,5251.784,4820.413583,1470.368497,5552.603041,665.1689033,747.1930861,721.9464245,3022.757,2305.982829,1173.894238,665.1689033,665.1689033,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,40.7583572,-73.9612618,0,1,0,0,0,0,1614061,1645397,1695596,1765813,1821935,0.019414384,0.030508747,0.041411398,0.031782527
3.61E+14,30,704995,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1563,18, ,C1,Apt,1, 445-451 EAST 83RD STREET                  ,            ,10028,10,0,10,"2,563","9,750",975,90.580425,1910,2, C1 ,39213245,2015/9/10,2015,2525,10,40218.71,432910.2,4021.87,43291.02,3307.551266,2688.206079,1847.233359,2378.067665,2830.737238,2227.183442,2623.414492,2840.376045,2776.149269,1434.02666,2800.385573,2287.091225,896.7735409,2806.21292,2096.679824,2793.241463,2102.76183,783.4002404,2917.260601,2411.003963,1285.29125,3745.893977,3121.335313,3366.552898,3540.817471,2497.369429,2032.350112,1768.565533,1017.433703,427.5586023,1011.481808,783.4002404,427.5586023,355.8416381,1,0,0,0,1,0,1,0,0,0,1,3,1,1,40.7744458,-73.949139,0,1,0,0,0,0,2142945,2213241,2299383,2351907,2405200,0.032803455,0.038921202,0.02284265,0.022659484
3.61E+14,30,2518592,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2,1395,21, ,C7,Apt,1, 145 EAST 60TH   STREET                    ,            ,10022,16,2,18,"4,017","10,671",666.9375,61.96049456,1900,2, C7 ,42592206,2015/10/13,2015,2523,10,63862.36,687408.11,3991.4,42963.01,4163.51569,3798.633624,3530.13685,4104.077026,4584.734026,480.8251988,842.0266388,1409.78929,1829.052478,627.5271999,2165.905756,1675.153758,1351.9056,2579.991731,2162.94085,2953.755235,2494.551452,2095.568717,3498.381469,3302.354547,2912.04021,4726.131813,4373.924428,1394.078623,5288.902728,582.69485,45.14674637,227.226304,2823.939661,2113.111318,984.2134968,45.14674637,45.14674637,0,1,0,0,0,1,0,1,0,0,0,0,6,1,1,40.7629096,-73.96729,0,1,0,0,0,0,1054820,942829,967897,1514341,1569398,-0.106170721,0.026588066,0.564568337,0.036357069
3.61E+14,30,1209257,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1543,45, ,C4,Apt,1,318 EAST 81ST   STREET                   ,            ,10028,8, -   ,8,"3,058","2,700",337.5,31.3547625,1920,2,C4,9250000,5/25/2016,2016,2971,11,27407.41,295010.59,3425.93,36876.32,3168.90314,2596.312395,1928.772467,2488.142939,2958.177552,1902.226706,2289.984852,2481.480041,2414.451682,1120.190088,2450.096776,1929.58746,533.5815038,2486.028194,1783.461666,2517.547185,1834.795562,618.4405789,2713.286855,2255.682112,1322.184329,3643.229133,3077.967371,3103.612457,3670.852373,2247.723946,1747.785658,1491.057747,1142.996266,424.0655679,744.0668454,533.5815038,424.0655679,109.5159359,1,0,0,0,1,0,1,0,0,0,0,3,2,1,40.7742122,-73.9534441,0,0,1,0,0,0,1638111,1627734,1696376,1773919,1839763,-0.006334736,0.042170281,0.045710974,0.037117817
3.61E+14,30,1990487,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2A,1377,62, ,C5,House,0, 14 EAST 63RD   STREET                     ,            ,10065,6,0,6,"2,510","6,559",1093.166667,101.5584629,1920,2, C5 ,22250000,2015/5/27,2015,2547,10,20353.71,219085.33,3392.29,36514.22,3798.547864,3481.201798,3346.719651,3918.554026,4399.538815,228.1742849,620.9856745,1032.731223,1388.527996,578.8421269,1719.296785,1234.762922,1214.708837,2142.074867,1765.650421,2536.608921,2120.725965,1932.949512,3112.186526,2964.555534,2739.790494,4369.67804,4068.789216,1595.321577,5092.011487,933.9481992,425.5620995,492.183139,2707.368444,2029.957175,1036.786327,228.1742849,228.1742849,0,0,1,0,0,1,0,1,0,0,0,1,6,0,0,40.7662098,-73.9703126,0,1,0,0,0,0,2056721,2086918,2164750,2196377,2249447,0.014682108,0.037295188,0.014610001,0.024162519
3.61E+14,30,1611952,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1390,11, ,C5,House,0, 11 EAST 75TH   STREET                     ,            ,10021,10,0,10,"2,145","9,495",949.5,88.2113985,1910,2, C5 ,29700000,2014/10/6,2014,2180,9,31279.62,336690.71,3127.96,33669.07,2935.733905,2535.114951,2351.021636,2920.757734,3401.075187,1218.648432,1534.276682,1583.381851,1479.312721,692.9783837,1552.740821,1010.045669,410.301158,1702.865595,1078.336276,1896.673702,1312.491525,968.6075861,2316.729333,2051.340908,1752.456384,3485.297101,3108.034816,2592.112168,4090.675123,1847.116445,1278.215702,1108.543965,1763.901051,1160.612498,792.1141863,410.301158,410.301158,0,1,0,0,0,1,0,1,0,0,0,1,3,1,1,40.7741063,-73.9645679,1,0,0,0,0,0,1965710,1962158,2027387,2094869,2161514,-0.001806981,0.0332435,0.033285209,0.031813445
3.61E+14,30,1504027,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1548,127, ,C7,Apt,1, 1647 FIRST AVENUE                         ,            ,10028,8,2,10,"1,875","6,000",750,69.67725,1910,2, C7 ,18125000,2014/1/28,2014,2211,9,24166.67,260127.58,3020.83,32515.95,3062.114441,2435.068236,1601.509272,2141.700171,2601.14831,2310.93161,2694.174707,2851.725693,2726.301556,1532.636125,2710.274835,2220.809646,902.8203295,2667.041766,1954.956158,2611.869542,1920.634933,578.5256338,2694.136215,2172.216518,1029.898084,3493.203497,2864.089748,3513.13001,3313.101142,2653.241609,2159.93893,1901.942517,779.3681425,197.0504525,1149.817296,578.5256338,197.0504525,381.4751813,1,0,0,0,1,0,1,0,0,0,0,4,2,1,40.7767042,-73.9498078,1,0,0,0,0,0,244661,220349,223441,252984,277958,-0.099370149,0.014032285,0.132218348,0.098717705
3.61E+14,30,1413629,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1534,23, ,C7,Apt,1, 1703 2 AVENUE                             ,            ,10128,8,1,9,"1,875","7,425",928.125,86.22559688,1900,2, C7 ,22250000,2015/7/21,2015,1516,10,23973.06,258043.66,2996.63,32255.46,2751.879116,2116.966041,1312.886089,1868.362729,2337.687536,2426.735207,2789.587378,2873.024507,2672.322882,1681.710193,2604.657711,2153.244544,984.1742966,2497.342169,1791.371563,2386.104889,1700.813904,390.9748522,2412.240536,1871.382059,720.3101929,3175.283101,2544.086903,3692.716232,3050.377346,2849.186706,2328.631202,2081.099678,527.6346902,196.5330691,1353.67661,390.9748522,196.5330691,194.4417831,1,0,0,0,1,0,1,0,0,0,0,5,2,1,40.7794576,-73.9509299,0,1,0,0,0,0,1060214,1022932,1029328,1597718,1728146,-0.035164599,0.006252615,0.552195219,0.08163393
3.61E+14,30,822811,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2,1556,2, ,C1,Apt,1, 1802 2 AVENUE                             ,            ,10128,15,0,15,"1,875","6,100",406.6666667,37.78055334,1920,2, C1 ,16750000,2015/7/24,2015,2567,10,41188.52,443349.16,2745.9,29556.61,2631.099434,1951.193387,962.4444488,1495.409393,1955.856164,2820.284152,3176.561452,3227.214554,2977.595469,2082.040214,2865.127792,2453.914815,1378.174409,2687.100589,2004.34116,2494.133525,1837.318595,701.8322579,2398.753506,1808.937491,455.7402761,2999.152863,2307.289711,4093.877444,2668.262843,3249.733601,2729.673814,2482.244334,133.1150328,591.5111203,1751.75449,455.7402761,133.1150328,322.6252433,1,0,0,0,1,0,1,0,0,0,1,5,2,1,40.7823762,-73.9481287,0,1,0,0,0,0,1145841,1046238,1029641,1312753,1311613,-0.086925673,-0.015863503,0.274961856,-0.000868404
3.61E+14,30,2139623,1,MIDTOWN EAST             ,4,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2,1329,25, ,C7,Apt,1, 1055 2 AVENUE                             ,            ,10022,12,2,14,"2,508","6,645",553.75,51.44503625,1912,2, C7 ,18000000,2015/2/4,2015,2560,10,32505.64,349887.49,2708.8,29157.29,4660.915055,4280.520083,3940.161936,4511.685655,4989.598628,880.0572761,1113.624218,1764.306512,2266.801925,1069.899015,2631.192484,2161.406611,1774.917889,3068.984863,2665.343638,3454.206293,2995.07995,2510.475018,4000.000336,3792.798964,3320.532708,5220.823147,4849.295247,1108.609884,5698.946275,250.9063673,508.7958553,639.3716668,3195.468663,2475.114118,1314.865149,250.9063673,250.9063673,0,1,0,0,0,1,0,0,0,0,1,0,4,0,0,40.7584591,-73.9662602,0,1,0,0,0,0,1877974,1898628,1959139,2009278,2063069,0.010998022,0.031870909,0.025592365,0.026771308
3.61E+14,30,2080687,1,UPPER WEST SIDE (59-79)  ,2,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,1,1123,111, ,A4,House,0, 47 WEST 70TH STREET                       ,            ,10023,1,0,1,"2,008","7,152",7152,664.442256,1910,2, C1 ,19272315,2014/3/21,2014,2203,9,2694.67,29005.21,2694.67,29005.21,2854.85066,2742.398616,3091.757599,3609.076412,4060.961793,1326.109284,1307.095063,827.1475484,312.502842,1525.184897,443.5765547,211.5342961,1605.923714,918.6682304,888.7010465,1419.492065,1292.96936,1980.779541,2112.792645,2187.143592,2593.787006,3438.031916,3340.506661,2562.437665,4683.402891,2151.804367,1702.112252,1723.701454,2736.068988,2276.766815,1872.332826,211.5342961,211.5342961,0,0,0,1,0,1,0,0,1,0,0,1,6,0,0,40.7758372,-73.9785837,1,0,0,0,0,0,1461125,1412501,1471513,1598971,1624075,-0.033278467,0.041778378,0.086616972,0.015700097
3.61E+14,30,1900170,1,MIDTOWN EAST             ,4,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1351,22, ,C4,Apt,1, 351 EAST 58TH STREET                      ,            ,10022,10,0,10,"2,008","6,075",607.5,56.4385725,1900,2, C4 ,16100000,2015/10/5,2015,2571,10,26502.06,285265.5,2650.21,28526.55,4577.194656,4158.603664,3739.469249,4307.219438,4781.858701,1004.10293,1311.157085,1927.541748,2367.003231,948.8733762,2698.65063,2195.513651,1605.905974,3093.677394,2630.45324,3438.079036,2932.653285,2322.972501,3941.717007,3690.782107,3121.671438,5126.441784,4714.532318,1402.812711,5493.519437,551.950244,567.4909791,561.0498248,2972.876905,2252.641739,1100.197026,551.950244,551.950244,0,1,0,0,0,1,0,0,0,0,1,1,4,0,0,40.7593951,-73.9629004,0,1,0,0,0,0,1345847,1273274,1320568,1404083,1426035,-0.053923663,0.037143616,0.063241726,0.015634403
3.61E+14,30,1712697,1,UPPER WEST SIDE (79-96)  ,2,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1200,150, ,C5,House,0, 38 WEST 87TH   STREET                     ,            ,10024,9,0,9,"2,013","6,254",694.8888889,64.55726245,1910,2, C5 ,16250000,2015/9/25,2015,1246,10,23385.03,251714.16,2598.34,27968.24,1558.832611,1386.924374,1979.606081,2414.020184,2826.176085,2399.408511,2539.282194,2177.494649,1604.633703,2134.77848,1262.679919,1211.653548,1686.683258,836.9869649,499.868453,563.1755648,148.4382053,1473.809456,871.2758384,831.9985398,1661.36879,2137.56662,1983.723999,3776.070081,3396.094081,3177.146184,2626.651901,2517.073674,1947.642803,1856.16188,2217.254059,148.4382053,148.4382053,0,1,0,0,0,1,0,0,1,0,0,1,6,0,0,40.7864113,-73.9705371,0,1,0,0,0,0,1388522,1396594,1449343,1644121,1682857,0.005813376,0.037769746,0.134390548,0.02356031
3.61E+14,30,1612584,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2,1429,1, ,C7,Apt,1,1291 3 AVENUE                            ,            ,10021,15,2,17,"1,574","6,074",404.9333333,37.61952146,1915,2,C7,15000000,9/7/2016,2016,2906,11,37043.13,398728.6,2469.54,26581.91,3346.3869,2865.521662,2423.469586,2995.472865,3474.131346,1294.837854,1686.444579,1928.545317,1965.035112,514.5882932,2090.349847,1537.212765,289.3455123,2258.532931,1617.848908,2426.697868,1802.641422,995.137316,2782.418555,2436.061356,1803.797079,3869.897555,3403.411517,2520.280444,4182.630368,1683.079623,1156.234057,910.2987285,1697.914893,988.3989182,272.4269592,289.3455123,272.4269592,16.9185531,1,0,0,0,1,0,1,0,0,0,0,5,2,1,40.7710523,-73.9593375,0,0,1,0,0,0,2056721,2086918,2164750,2196377,2249447,0.014682108,0.037295188,0.014610001,0.024162519
3.61E+14,30,1712697,1,UPPER WEST SIDE (79-96)  ,2,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1200,56, ,C5,House,0, 54 WEST 87TH   STREET                     ,            ,10024,7,0,7,"2,216","6,498",928.2857143,86.24052772,1910,2, C5 ,15500000,2015/7/7,2015,593,10,16697.45,179729.63,2385.35,25675.66,1539.094703,1392.239295,2018.034536,2445.594499,2853.509678,2422.703418,2554.83813,2180.625307,1597.905408,2172.352893,1245.628343,1218.404624,1733.663288,802.1071959,516.6655515,510.2507427,196.5048231,1526.88716,840.2362192,838.93205,1708.730234,2119.662474,1986.460585,3795.173756,3416.847577,3205.042236,2656.816532,2551.215268,1997.730049,1909.243115,2261.721351,196.5048231,196.5048231,0,1,0,0,0,1,0,0,1,0,0,1,6,0,0,40.7866439,-73.9710881,0,1,0,0,0,0,1170872,1125477,1160579,1612144,1664998,-0.03877025,0.031188554,0.389085965,0.032784913
3.61E+14,30,2027668,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2A,1382,28, ,C5,House,0, 39 EAST 67TH STREET                       ,5,10065,5,0,5,"2,510","9,444",1888.8,175.4751864,1910,2, C5 ,22500000,2014/10/28,2014,2196,9,11912.33,128223.08,2382.47,25644.62,3542.706408,3178.246106,2976.021881,3549.082827,4030.41395,611.3492178,989.9573775,1275.798236,1465.372218,269.9322338,1713.285237,1173.325569,831.6041922,2046.783027,1563.393706,2370.580139,1878.60298,1554.763612,2885.670403,2679.568764,2365.443771,4103.858035,3756.641433,1944.001985,4726.754299,1198.315263,630.1222054,507.0288498,2325.054853,1647.159753,713.5477847,269.9322338,269.9322338,0,0,1,0,0,1,0,1,0,0,0,1,6,1,1,40.7685037,-73.9669167,1,0,0,0,0,0,1388522,1396594,1449343,1644121,1682857,0.005813376,0.037769746,0.134390548,0.02356031
3.61E+14,30,822811,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2,1556,3, ,C7,Apt,1, 1804-1806 2 AVENUE                        ,            ,10128,24,2,26,"3,750","12,200",508.3333333,47.22569166,1920,2, C7 ,28590000,2015/7/24,2015,2537,10,56242.62,605389.97,2343.44,25224.58,2627.665102,1946.973922,954.5020617,1486.939673,1947.234212,2828.498953,3184.550237,3234.289684,2983.493677,2090.561351,2870.006114,2459.772491,1386.452868,2690.428887,2008.364935,2495.715025,1839.764425,708.8360002,2397.712328,1807.061129,450.8992626,2994.467746,2301.438615,4102.484015,2659.625898,3258.422794,2738.257379,2490.88591,124.5425517,600.2398269,1760.488025,450.8992626,124.5425517,326.3567109,1,0,0,0,1,0,1,0,0,0,0,5,2,1,40.7824468,-73.9480828,0,1,0,0,0,0,1879937,1761636,1800603,1885879,1939849,-0.062928173,0.02211978,0.04735969,0.028617955
3.61E+14,30,1507749,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2,1492,17, ,C7,Apt,1, 1064 MADISON AVENUE                       ,            ,10028,16,1,17,"2,800","11,128",695.5,64.6140365,1915,2, C7 ,26000000,2014/1/30,2014,2191,9,37383.18,402388.79,2336.45,25149.3,2618.731697,2159.169523,1915.551964,2484.752646,2964.973764,1654.709923,1965.499866,1958.394657,1740.858817,1067.111837,1708.674965,1226.035269,445.0403574,1709.668399,1008.242683,1767.061317,1105.072176,567.9653514,2060.926996,1710.94808,1321.148401,3147.199764,2715.935402,3022.702922,3654.831866,2257.562898,1691.454069,1498.001976,1360.870733,844.0145278,1000.895961,445.0403574,445.0403574,0,1,0,0,0,1,0,1,0,0,0,0,3,1,1,40.7773599,-73.9616751,1,0,0,0,0,0,2142945,2213241,2299383,2351907,2405200,0.032803455,0.038921202,0.02284265,0.022659484
3.61E+14,30,1535328,1,UPPER EAST SIDE (79-96)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1492,60, ,C1,Apt,1, 22 EAST 81ST STREET                       ,            ,10028,7,0,7,"2,103","6,774",967.7142857,89.90356028,1960,2, C1 ,15600000,2015/7/14,2015,2578,10,16120.46,173519.03,2302.92,24788.43,2584.353757,2125.087319,1891.557103,2459.884832,2939.793556,1680.87254,1988.019747,1970.861547,1741.697665,1100.00605,1700.631374,1224.71582,478.6459496,1690.735344,986.8339243,1739.770544,1075.084471,558.7656887,2027.944615,1676.465695,1300.129941,3112.712252,2682.497903,3051.508984,3628.3845,2289.061963,1722.547821,1530.595183,1348.197361,847.6427552,1035.083495,478.6459496,478.6459496,0,1,0,0,0,1,0,1,0,0,0,1,4,1,1,40.777667,-73.9617325,0,1,0,0,0,0,1225728,1199433,1241652,1313598,1341841,-0.021452557,0.035199132,0.057943772,0.021500489
3.61E+14,30,1335590,1,UPPER WEST SIDE (79-96)  ,2,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1250,102, ,C5,House,0, 304 WEST 90TH STREET                      ,            ,10024,9,0,9,"2,013","5,416",601.7777778,55.90696089,1900,2, C5 ,11900000,2014/12/10,2014,1645,9,19774.74,212853.34,2197.19,23650.37,1201.267853,1414.2282,2427.406332,2742.190439,3077.39989,2981.502897,3042.843063,2555.480723,1896.920622,2837.644814,1460.640942,1680.344293,2443.837915,875.3917055,1123.882184,331.1585948,910.9642089,2217.89343,492.9225453,997.2559349,2261.663616,1761.114215,1914.920927,4300.609362,3533.704652,3793.422677,3267.633718,3191.727525,2592.051758,2598.376036,2962.494251,331.1585948,331.1585948,0,1,0,0,0,1,0,0,1,0,0,1,5,0,0,40.7914943,-73.9766553,1,0,0,0,0,0,2047428,1988530,2042624,2126366,2186217,-0.028766824,0.027203009,0.040997266,0.028147083
3.61E+14,30,1646055,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2,1390,10, ,C5,House,0,9 EAST 75TH STREET                       ,18,10021,18,1,19,"2,554","13,176",732,68.004996,1952,2,C5,28700000,6/10/2016,2016,2871,11,39207.65,422027.23,2178.2,23445.96,2922.949673,2522.322671,2340.736672,2910.266074,3390.506934,1229.500938,1543.601636,1588.148158,1478.560275,705.7902167,1548.312287,1006.891775,412.1347339,1694.554509,1067.834705,1885.817218,1300.325197,960.6414485,2304.342933,2038.476799,1742.820616,3472.448418,3095.358065,2603.864939,4079.76293,1859.701965,1290.784241,1121.397103,1756.285849,1156.145504,801.927006,412.1347339,412.1347339,0,1,0,0,0,1,0,1,0,0,0,0,3,1,1,40.774222,-73.9645679,0,0,1,0,0,0,1784354,1826117,1886128,1969041,2027431,0.023405109,0.032862626,0.043959371,0.02965403
3.61E+14,30,1768824,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2A,1389,33, ,C5,House,0, 55 EAST 74TH   STREET                     ,4,10021,5,0,5,"1,839","6,611",1322.2,122.8363466,1910,2, C5 ,14118625,2014/12/31,2014,2232,9,10678.13,114938.34,2135.63,22987.67,3092.048588,2668.036368,2402.93459,2976.08216,3457.434329,1173.424328,1521.458844,1647.312545,1608.781572,549.6681936,1712.829368,1162.398202,305.6795485,1883.319851,1261.352638,2078.950379,1486.137581,984.8707383,2486.28689,2198.554623,1792.749777,3635.318084,3232.089699,2513.935949,4154.608022,1737.227391,1172.193137,978.4444239,1765.77305,1116.881553,608.8690584,305.6795485,305.6795485,0,0,1,0,0,1,0,1,0,0,0,1,4,1,1,40.7728222,-73.9632019,1,0,0,0,0,0,1767522,1877070,1907794,2039171,2092465,0.061978295,0.016368063,0.068863305,0.02613513
3.61E+14,30,1492264,1,UPPER WEST SIDE (79-96)  ,2,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1250,52, ,C1,Apt,1, 326 WEST 89TH   STREET                    ,            ,10024,7,0,7,"2,014","5,885",840.7142857,78.10487928,1900,2, C1 ,12500000,2015/4/20,2015,1603,10,14868.31,160040.99,2124.04,22863,1287.202569,1519.238097,2527.432557,2846.726317,3183.011332,2963.111157,3010.512143,2507.235173,1843.171904,2847.760125,1402.049524,1653.255458,2477.990051,816.8826451,1133.889813,315.9295868,956.6121384,2280.425117,593.7438893,1101.093906,2350.170734,1839.183262,2015.578656,4268.282701,3638.402817,3779.513818,3260.46268,3192.946308,2676.171976,2661.998009,2988.387749,315.9295868,315.9295868,0,1,0,0,0,1,0,0,1,0,0,1,4,0,0,40.7912011,-73.9778491,0,1,0,0,0,0,1823118,1849537,1909395,1995285,2048596,0.014491108,0.032363775,0.044982835,0.026718489
3.61E+14,30,1944307,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2B,1380,44, ,C5,House,0, 56 EAST 66TH   STREET                     ,            ,10065,8,1,9,"2,008","6,630",828.75,76.99336125,1905,2, C5 ,14000000,2015/5/5,2015,2588,10,16892.91,181833.6,2111.61,22729.2,3654.576527,3298.623902,3100.72914,3673.93727,4155.291664,498.4064097,890.1450321,1230.9549,1479.015887,318.8635346,1754.777507,1227.682483,949.8508692,2116.204196,1660.131837,2460.130645,1985.862716,1677.690928,2990.734127,2796.637534,2489.466821,4217.947686,3878.542255,1818.34692,4852.039741,1078.408162,512.4846647,423.1451344,2444.490451,1761.174417,779.0065423,318.8635346,318.8635346,0,1,0,0,0,1,0,1,0,0,0,0,6,1,1,40.7674832,-73.9675579,0,1,0,0,0,0,1095062,1154108,1258240,1310978,1319924,0.053920235,0.090227258,0.041914102,0.006823913
3.61E+14,30,2253483,1,UPPER EAST SIDE (59-79)  ,1,manhattan,new york,USA,07  RENTALS - WALKUP APARTMENTS             ,2A,1397,29, ,C2,Apt,1, 163 EAST 62ND STREET                      ,5,10065,5,0,5,"1,575","3,520",704,65.403712,1910,2, C2 ,6750000,2015/9/9,2015,2695,10,9588.07,103205.01,1917.61,20641,4058.411647,3675.150368,3376.51441,3950.194075,4430.452037,560.9759118,953.5083041,1473.910718,1839.284919,476.638612,2150.648422,1639.043301,1198.69669,2535.284078,2081.57145,2883.998991,2398.055034,1941.841597,3405.562067,3187.213332,2757.705875,4616.401688,4245.657944,1555.446605,5135.901427,726.6220572,202.0191494,64.85274777,2663.577826,1951.185109,819.8790867,64.85274777,64.85274777,0,1,0,0,0,1,0,1,0,0,0,1,6,1,1,40.7638985,-73.9658393,0,1,0,0,0,0,736447,788403,791077,1479653,1544975,0.070549544,0.003391666,0.870428542,0.044146837
