V1,geoid,threshold,tot_jobs,layer,path,Boro,Block,Lot,Condominium_Coop,Address,Neighborhood,Neighborhood_No,Building Code,Elevator_Walkup,Total_Units,Year_Built,Age,Gross_SqFt,Unit_Gross_SqFt,Unit_Gross_SqMeter,Estimated_Gross_Income,Gross_Income_per_SqFt,Gross_Income_per_Sqmeter,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Financial_Year,t,id,D_Nearestb4,D_Nearestafter,Delta_Dis_Nearest,Type,Location_1,Location_2,Location_3,Location_4,Y_2016,Y_2017,Y_2018,AllSta_1000,No_NewSta_1000,NewSta_1000,y,x,Income_DelDis_Beta
463,3.61E+14,30,1802699,NA,NA,1,1432,36,Coop,236 EAST 78 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,24,1910,109,11334,472.25,43.87,537572,47.43,510,216819,19.13,320753,2566000,226.4,2017,2,629,264.1538193,264.1538193,0,0,1,0,0,0,0,1,0,5,2,1,40.77299,-73.9567166,
454,3.61E+14,30,1477529,NA,NA,1,1471,36,Coop,424 EAST 77 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,8805,440.25,40.9,417445,47.41,509.7849462,151270,17.18,266175,2142000,243.27,2018,3,1089,703.3634538,533.6520612,169.7113926,0,1,0,0,0,0,0,1,4,2,1,40.7704279,-73.9525371,10485.0855
337,3.61E+14,30,1916778,NA,NA,1,1447,46,Coop,308 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,14,1910,109,9000,642.8571429,59.72,425700,47.3,508.6021505,100710,11.19,324990,2616000,290.67,2018,3,802,546.7440425,103.0914822,443.6525603,0,1,0,0,0,0,0,1,4,1,1,40.7690706,-73.9573272,27951.70845
452,3.61E+14,30,776193,NA,NA,1,1489,37,Coop,508 EAST 78 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,384,1910,109,98580,256.71875,23.85,4655933,47.23,507.8494624,1537848,15.6,3118085,24951000,253.1,2016,1,1175,904.3205754,720.3783837,183.9421917,0,1,0,0,0,1,0,0,3,2,1,40.7700662,-73.9500865,126750.533
452,3.61E+14,30,1044437,NA,NA,1,1489,37,Coop,508 EAST 78 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,384,1910,109,98580,256.71875,23.85,4655933,47.23,507.8494624,1464899,14.86,3191034,25526000,258.94,2017,2,1175,904.3205754,720.3783837,183.9421917,0,1,0,0,0,0,1,0,3,2,1,40.7700662,-73.9500865,126750.533
319,3.61E+14,30,1728146,NA,NA,1,1467,42,Coop,408 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,9720,486,45.15,458298,47.15,506.9892473,125874,12.95,332424,2676000,275.31,2018,3,1054,744.4245249,306.3221491,438.1023758,0,1,0,0,0,0,0,1,4,1,1,40.768022,-73.9549209,29715.65351
473,3.61E+14,30,1637364,NA,NA,1,1433,12,Coop,223 EAST 78 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,16,1910,109,7500,468.75,43.55,352275,46.97,505.0537634,117300,15.64,234975,1880000,250.67,2016,1,575,264.7985195,264.7985195,0,0,1,0,0,0,1,0,0,5,2,1,40.7732855,-73.9566248,
473,3.61E+14,30,1708697,NA,NA,1,1433,12,Coop,223 EAST 78 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,16,1910,109,7500,468.75,43.55,351825,46.91,504.4086022,105525,14.07,246300,1970000,262.67,2017,2,575,264.7985195,264.7985195,0,0,1,0,0,0,0,1,0,5,2,1,40.7732855,-73.9566248,
256,3.61E+14,30,1592958,NA,NA,1,1458,7504,1197-R1,1152 1 AVENUE,UPPER EAST SIDE (59-79),1,R9-CONDOPS,0,16,1910,109,5646,352.875,32.78,262483,46.49,499.8924731,66453,11.77,196030,1569000,277.9,2016,1,129,499.6658359,499.6658359,0,1,1,0,0,0,1,0,0,4,1,1,40.7621367,-73.9598359,
463,3.61E+14,30,1736710,NA,NA,1,1432,36,Coop,236 EAST 78 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,24,1910,109,11334,472.25,43.87,517737,45.68,491.1827957,191771,16.92,325966,2608000,230.1,2016,1,629,264.1538193,264.1538193,0,0,1,0,0,0,1,0,0,5,2,1,40.77299,-73.9567166,
450,3.61E+14,30,1029641,NA,NA,1,1473,20,Coop,445 EAST 78 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,15,1910,109,7016,467.7333333,43.45,320421,45.67,491.0752688,101802,14.51,218619,1749000,249.29,2016,1,1130,756.7454727,652.317493,104.4279797,0,1,0,0,0,1,0,0,3,2,1,40.7711134,-73.9513891,4952.215817
337,3.61E+14,30,1334419,NA,NA,1,1447,46,Coop,308 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,14,1910,109,9000,642.8571429,59.72,408150,45.35,487.6344086,152190,16.91,255960,2048000,227.56,2016,1,802,546.7440425,103.0914822,443.6525603,0,1,0,0,0,1,0,0,4,1,1,40.7690706,-73.9573272,26799.36529
170,3.61E+14,30,1612727,NA,NA,1,1455,12,Coop,417 EAST 60 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,24,1910,109,11010,458.75,42.62,496661,45.11,485.0537634,110540,10.04,386121,3089000,280.56,2017,2,1070,610.6203101,610.6203101,0,0,1,0,0,0,0,1,0,4,1,1,40.7599895,-73.9604048,
337,3.61E+14,30,1851954,NA,NA,1,1447,46,Coop,308 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,14,1910,109,9000,642.8571429,59.72,404370,44.93,483.1182796,128160,14.24,276210,2210000,245.56,2017,2,802,546.7440425,103.0914822,443.6525603,0,1,0,0,0,0,1,0,4,1,1,40.7690706,-73.9573272,26551.1683
339,3.61E+14,30,1334419,NA,NA,1,1447,36,Coop,328 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,9620,481,44.69,431842,44.89,482.688172,157768,16.4,274074,2193000,227.96,2016,1,909,614.1448011,159.7426756,454.4021255,0,1,0,0,0,1,0,0,4,1,1,40.768668,-73.956551,29042.02856
338,3.61E+14,30,1334419,NA,NA,1,1447,37,Coop,326 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,9620,481,44.69,431842,44.89,482.688172,157768,16.4,274074,2193000,227.96,2016,1,903,604.1126639,154.7464522,449.3662117,0,1,0,0,0,1,0,0,4,1,1,40.7687462,-73.9566111,28720.17013
339,3.61E+14,30,1851954,NA,NA,1,1447,36,Coop,328 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,9620,481,44.69,429341,44.63,479.8924731,154401,16.05,274940,2199000,228.59,2017,2,909,614.1448011,159.7426756,454.4021255,0,1,0,0,0,0,1,0,4,1,1,40.768668,-73.956551,28873.83252
338,3.61E+14,30,1851954,NA,NA,1,1447,37,Coop,326 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,9620,481,44.69,429341,44.63,479.8924731,154401,16.05,274940,2199000,228.59,2017,2,903,604.1126639,154.7464522,449.3662117,0,1,0,0,0,0,1,0,4,1,1,40.7687462,-73.9566111,28553.83813
454,3.61E+14,30,1438184,NA,NA,1,1471,36,Coop,424 EAST 77 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,8805,440.25,40.9,391382,44.45,477.9569892,148981,16.92,242401,1939000,220.22,2017,2,1089,703.3634538,533.6520612,169.7113926,0,1,0,0,0,0,1,0,4,2,1,40.7704279,-73.9525371,9830.45367
454,3.61E+14,30,1105512,NA,NA,1,1471,36,Coop,424 EAST 77 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,8805,440.25,40.9,390062,44.3,476.344086,152767,17.35,237295,1899000,215.67,2016,1,1089,703.3634538,533.6520612,169.7113926,0,1,0,0,0,1,0,0,4,2,1,40.7704279,-73.9525371,9797.298853
324,3.61E+14,30,1544975,NA,NA,1,1484,19,Coop,527 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,597915,44.29,476.2365591,216540,16.04,381375,3070000,227.41,2018,3,1214,1022.941638,616.8526849,406.0889531,0,1,0,0,0,0,0,1,1,1,1,40.7662782,-73.9518556,35935.38811
170,3.61E+14,30,1543056,NA,NA,1,1455,12,Coop,417 EAST 60 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,24,1910,109,11010,458.75,42.62,473100,42.97,462.0430108,103824,9.43,369276,2955000,268.39,2016,1,1070,610.6203101,610.6203101,0,0,1,0,0,0,1,0,0,4,1,1,40.7599895,-73.9604048,
319,3.61E+14,30,1029328,NA,NA,1,1467,42,Coop,408 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,9720,486,45.15,415433,42.74,459.5698925,139579,14.36,275854,2207000,227.06,2016,1,1054,744.4245249,306.3221491,438.1023758,0,1,0,0,0,1,0,0,4,1,1,40.768022,-73.9549209,26936.32327
319,3.61E+14,30,1597718,NA,NA,1,1467,42,Coop,408 EAST 73 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,9720,486,45.15,414947,42.69,459.0322581,133261,13.71,281686,2253000,231.79,2017,2,1054,744.4245249,306.3221491,438.1023758,0,1,0,0,0,0,1,0,4,1,1,40.768022,-73.9549209,26904.81145
324,3.61E+14,30,791077,NA,NA,1,1484,19,Coop,527 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,569565,42.19,453.655914,217890,16.14,351675,2814000,208.44,2016,1,1214,1022.941638,616.8526849,406.0889531,0,1,0,0,0,1,0,0,1,1,1,40.7662782,-73.9518556,34231.52008
326,3.61E+14,30,1544975,NA,NA,1,1484,23,Coop,535 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,565245,41.87,450.2150538,215730,15.98,349515,2813000,208.37,2018,3,1230,1042.397199,636.352608,406.044591,0,1,0,0,0,0,0,1,1,1,1,40.7662222,-73.9516342,33968.17188
325,3.61E+14,30,1544975,NA,NA,1,1484,22,Coop,531 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,564435,41.81,449.5698925,218025,16.15,346410,2788000,206.52,2018,3,1225,1027.983688,621.1338893,406.8497987,0,1,0,0,0,0,0,1,1,1,1,40.7662892,-73.9517922,33986.75939
324,3.61E+14,30,1479653,NA,NA,1,1484,19,Coop,527 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,561060,41.56,446.8817204,210600,15.6,350460,2803000,207.63,2017,2,1214,1022.941638,616.8526849,406.0889531,0,1,0,0,0,0,1,0,1,1,1,40.7662782,-73.9518556,33720.35967
325,3.61E+14,30,791077,NA,NA,1,1484,22,Coop,531 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,532845,39.47,424.4086022,216270,16.02,316575,2533000,187.63,2016,1,1225,1027.983688,621.1338893,406.8497987,0,1,0,0,0,1,0,0,1,1,1,40.7662892,-73.9517922,32084.60639
253,3.61E+14,30,1745372,NA,NA,1,1458,7501,0480-R1,1154 1 AVENUE,UPPER EAST SIDE (59-79),1,R9-CONDOPS,0,16,1910,109,12000,750,69.68,472920,39.41,423.7634409,195480,16.29,277440,2230000,185.83,2018,3,130,503.4890425,503.4890425,0,1,1,0,0,0,0,0,1,4,1,1,40.7622008,-73.9597441,
326,3.61E+14,30,791077,NA,NA,1,1484,23,Coop,535 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,529605,39.23,421.827957,210195,15.57,319410,2556000,189.33,2016,1,1230,1042.397199,636.352608,406.044591,0,1,0,0,0,1,0,0,1,1,1,40.7662222,-73.9516342,31826.40035
326,3.61E+14,30,1479653,NA,NA,1,1484,23,Coop,535 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,526635,39.01,419.4623656,203985,15.11,322650,2581000,191.19,2017,2,1230,1042.397199,636.352608,406.044591,0,1,0,0,0,0,1,0,1,1,1,40.7662222,-73.9516342,31647.91939
325,3.61E+14,30,1479653,NA,NA,1,1484,22,Coop,531 EAST 72 STREET,UPPER EAST SIDE (59-79),1,C6-WALK-UP,0,20,1910,109,13500,675,62.71,521505,38.63,415.3763441,208170,15.42,313335,2506000,185.63,2017,2,1225,1027.983688,621.1338893,406.8497987,0,1,0,0,0,0,1,0,1,1,1,40.7662892,-73.9517922,31401.78223
253,3.61E+14,30,1592958,NA,NA,1,1458,7501,0480-R1,1154 1 AVENUE,UPPER EAST SIDE (59-79),1,R9-CONDOPS,0,16,1910,109,12000,750,69.68,433320,36.11,388.2795699,156120,13.01,277200,2218000,184.83,2016,1,130,503.4890425,503.4890425,0,1,1,0,0,0,1,0,0,4,1,1,40.7622008,-73.9597441,
253,3.61E+14,30,1665017,NA,NA,1,1458,7501,0480-R1,1154 1 AVENUE,UPPER EAST SIDE (59-79),1,R9-CONDOPS,0,16,1910,109,12000,750,69.68,392400,32.7,351.6129032,143280,11.94,249120,1993000,166.08,2017,2,130,503.4890425,503.4890425,0,1,1,0,0,0,0,1,0,4,1,1,40.7622008,-73.9597441,
251,3.61E+14,30,2132812,NA,NA,1,1379,1,Coop,834 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,24,1931,88,187270,7802.916667,724.91,9445899,50.44,542.3655914,2530018,13.51,6915881,55665000,297.24,2018,3,1381,339.9130316,339.9130316,0,0,1,0,0,0,0,0,1,4,0,0,40.7675551,-73.9704256,
251,3.61E+14,30,1993780,NA,NA,1,1379,1,Coop,834 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,24,1931,88,187270,7802.916667,724.91,10121944,54.05,581.1827957,3365242,17.97,6756702,54064000,288.7,2016,1,1381,339.9130316,339.9130316,0,0,1,0,0,0,1,0,0,4,0,0,40.7675551,-73.9704256,
251,3.61E+14,30,2084808,NA,NA,1,1379,1,Coop,834 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,24,1931,88,187270,7802.916667,724.91,10728698,57.29,616.0215054,3711691,19.82,7017007,56132000,299.74,2017,2,1381,339.9130316,339.9130316,0,0,1,0,0,0,0,1,0,4,0,0,40.7675551,-73.9704256,
423,3.61E+14,30,2002894,NA,NA,1,1385,32,Coop,720 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,32,1928,91,203490,6359.0625,590.78,11124798,54.67,587.8494624,3042176,14.95,8082622,65057000,319.71,2018,3,1332,261.7272597,261.7272597,0,0,1,0,0,0,0,0,1,6,1,1,40.7701197,-73.9648479,
423,3.61E+14,30,1889432,NA,NA,1,1385,32,Coop,720 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,32,1928,91,203490,6359.0625,590.78,12771032,62.76,674.8387097,4275325,21.01,8495707,67982000,334.08,2016,1,1332,261.7272597,261.7272597,0,0,1,0,0,0,1,0,0,6,1,1,40.7701197,-73.9648479,
423,3.61E+14,30,1945769,NA,NA,1,1385,32,Coop,720 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,32,1928,91,203490,6359.0625,590.78,12461728,61.24,658.4946237,4169510,20.49,8292218,66332000,325.97,2017,2,1332,261.7272597,261.7272597,0,0,1,0,0,0,0,1,0,6,1,1,40.7701197,-73.9648479,
413,3.61E+14,30,1721705,NA,NA,1,1388,33,Coop,778 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,19,1930,89,120073,6319.631579,587.11,5245989,43.69,469.7849462,1140694,9.5,4105295,33043000,275.19,2018,3,1354,367.2830676,367.2830676,0,0,1,0,0,0,0,0,1,4,1,1,40.7719948,-73.9635193,
413,3.61E+14,30,1616423,NA,NA,1,1388,33,Coop,778 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,19,1930,89,120073,6319.631579,587.11,5478931,45.63,490.6451613,1572956,13.1,3905975,31255000,260.3,2016,1,1354,367.2830676,367.2830676,0,0,1,0,0,0,1,0,0,4,1,1,40.7719948,-73.9635193,
413,3.61E+14,30,1688443,NA,NA,1,1388,33,Coop,778 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,19,1930,89,120073,6319.631579,587.11,5795924,48.27,519.0322581,1738657,14.48,4057267,32455000,270.29,2017,2,1354,367.2830676,367.2830676,0,0,1,0,0,0,0,1,0,4,1,1,40.7719948,-73.9635193,
432,3.61E+14,30,1826001,NA,NA,1,1386,64,Coop,4 EAST 72 STREET,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,18,1929,90,106001,5888.944444,547.1,4799725,45.28,486.8817204,1456454,13.74,3343271,26910000,253.87,2018,3,1018,506.0600904,506.0600904,0,0,1,0,0,0,0,0,1,5,1,1,40.771988,-73.9664545,
432,3.61E+14,30,1711334,NA,NA,1,1386,64,Coop,4 EAST 72 STREET,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,18,1929,90,106001,5888.944444,547.1,4927986,46.49,499.8924731,1864558,17.59,3063428,24512000,231.24,2016,1,1018,506.0600904,506.0600904,0,0,1,0,0,0,1,0,0,5,1,1,40.771988,-73.9664545,
432,3.61E+14,30,1769270,NA,NA,1,1386,64,Coop,4 EAST 72 STREET,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,18,1929,90,106001,5888.944444,547.1,5201469,49.07,527.6344086,1873038,17.67,3328431,26625000,251.18,2017,2,1018,506.0600904,506.0600904,0,0,1,0,0,0,0,1,0,5,1,1,40.771988,-73.9664545,
227,3.61E+14,30,2201926,NA,NA,1,1377,1,Coop,810 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,12,1926,93,67465,5622.083333,522.31,3100691,45.96,494.1935484,758981,11.25,2341710,18848000,279.37,2018,3,1369,170.4603171,170.4603171,0,0,1,0,0,0,0,0,1,4,0,0,40.766139,-73.971223,
227,3.61E+14,30,2058998,NA,NA,1,1377,1,Coop,810 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,12,1926,93,67465,5622.083333,522.31,3151290,46.71,502.2580645,885815,13.13,2265475,18128000,268.7,2016,1,1369,170.4603171,170.4603171,0,0,1,0,0,0,1,0,0,4,0,0,40.766139,-73.971223,
227,3.61E+14,30,2146753,NA,NA,1,1377,1,Coop,810 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,12,1926,93,67465,5622.083333,522.31,2727610,40.43,434.7311828,627425,9.3,2100185,16801000,249.03,2017,2,1369,170.4603171,170.4603171,0,0,1,0,0,0,0,1,0,4,0,0,40.766139,-73.971223,
250,3.61E+14,30,2047942,NA,NA,1,1380,69,Coop,845 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,17,1920,99,94479,5557.588235,516.32,4261003,45.1,484.9462366,1395455,14.77,2865548,23065000,244.13,2018,3,1385,438.5828598,438.5828598,0,0,1,0,0,0,0,0,1,5,1,1,40.768164,-73.9694935,
250,3.61E+14,30,1907951,NA,NA,1,1380,69,Coop,845 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,17,1920,99,94479,5557.588235,516.32,4362095,46.17,496.4516129,1670389,17.68,2691706,21539000,227.98,2016,1,1385,438.5828598,438.5828598,0,0,1,0,0,0,1,0,0,5,1,1,40.768164,-73.9694935,
250,3.61E+14,30,2000806,NA,NA,1,1380,69,Coop,845 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,17,1920,99,94479,5557.588235,516.32,4363040,46.18,496.5591398,1745972,18.48,2617068,20935000,221.58,2017,2,1385,438.5828598,438.5828598,0,0,1,0,0,0,0,1,0,5,1,1,40.768164,-73.9694935,
437,3.61E+14,30,1701579,NA,NA,1,1390,3,Coop,944 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,14,1925,94,77792,5556.571429,516.22,4704082,60.47,650.2150538,1432151,18.41,3271931,26336000,338.54,2018,3,1434,468.2802142,468.2802142,0,0,1,0,0,0,0,0,1,4,1,1,40.7745478,-73.9651644,
437,3.61E+14,30,1646055,NA,NA,1,1390,3,Coop,944 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,14,1925,94,77792,5556.571429,516.22,3642221,46.82,503.4408602,1208110,15.53,2434111,19478000,250.39,2016,1,1434,468.2802142,468.2802142,0,0,1,0,0,0,1,0,0,4,1,1,40.7745478,-73.9651644,
437,3.61E+14,30,1683368,NA,NA,1,1390,3,Coop,944 5 AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,14,1925,94,77792,5556.571429,516.22,4194545,53.92,579.7849462,1350469,17.36,2844076,22751000,292.46,2017,2,1434,468.2802142,468.2802142,0,0,1,0,0,0,0,1,0,4,1,1,40.7745478,-73.9651644,
582,3.61E+14,30,1979937,NA,NA,1,1413,71,Coop,893 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,44,1930,89,216186,4913.318182,456.46,11207082,51.84,557.4193548,2974719,13.76,8232363,66262000,306.5,2018,3,1409,180.6598463,180.6598463,0,0,1,0,0,0,0,0,1,5,2,1,40.7752221,-73.9602057,
582,3.61E+14,30,1917141,NA,NA,1,1413,71,Coop,893 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,44,1930,89,216186,4913.318182,456.46,12257746,56.7,609.6774194,4423166,20.46,7834580,62692000,289.99,2016,1,1409,180.6598463,180.6598463,0,0,1,0,0,0,1,0,0,5,2,1,40.7752221,-73.9602057,
582,3.61E+14,30,1939680,NA,NA,1,1413,71,Coop,893 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,44,1930,89,216186,4913.318182,456.46,12889009,59.62,641.0752688,4248055,19.65,8640954,69122000,319.73,2017,2,1409,180.6598463,180.6598463,0,0,1,0,0,0,0,1,0,5,2,1,40.7752221,-73.9602057,
293,3.61E+14,30,2176352,NA,NA,1,1382,36,Coop,660 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,13,1926,93,62935,4841.153846,449.76,2600474,41.32,444.3010753,776618,12.34,1823856,14680000,233.26,2018,3,1308,214.485793,214.485793,0,0,1,0,0,0,0,0,1,6,1,1,40.768236,-73.96632,
293,3.61E+14,30,2068520,NA,NA,1,1382,36,Coop,660 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,13,1926,93,62935,4841.153846,449.76,2797461,44.45,477.9569892,979269,15.56,1818192,14549000,231.18,2016,1,1308,214.485793,214.485793,0,0,1,0,0,0,1,0,0,6,1,1,40.768236,-73.96632,
293,3.61E+14,30,2129867,NA,NA,1,1382,36,Coop,660 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,13,1926,93,62935,4841.153846,449.76,2931512,46.58,500.8602151,1037169,16.48,1894343,15154000,240.79,2017,2,1308,214.485793,214.485793,0,0,1,0,0,0,0,1,0,6,1,1,40.768236,-73.96632,
424,3.61E+14,30,1889432,NA,NA,1,1385,37,Coop,730 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,41,1928,91,192445,4693.780488,436.07,12216409,63.48,682.5806452,3750753,19.49,8465656,67742000,352.01,2016,1,1335,298.8858007,298.8858007,0,0,1,0,0,0,1,0,0,6,1,1,40.7704689,-73.9648588,
424,3.61E+14,30,1945769,NA,NA,1,1385,37,Coop,730 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,41,1928,91,192445,4693.780488,436.07,11309993,58.77,631.9354839,3731509,19.39,7578484,60617000,314.98,2017,2,1335,298.8858007,298.8858007,0,0,1,0,0,0,0,1,0,6,1,1,40.7704689,-73.9648588,
415,3.61E+14,30,1885222,NA,NA,1,1387,37,Coop,770 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,43,1931,88,200244,4656.837209,432.63,9539624,47.64,512.2580645,2491035,12.44,7048589,56734000,283.32,2018,3,1350,398.8396265,398.8396265,0,0,1,0,0,0,0,0,1,4,1,1,40.7716871,-73.9637103,
415,3.61E+14,30,1737701,NA,NA,1,1387,37,Coop,770 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,43,1931,88,200244,4656.837209,432.63,10072273,50.3,540.8602151,3650448,18.23,6421825,51381000,256.59,2016,1,1350,398.8396265,398.8396265,0,0,1,0,0,0,1,0,0,4,1,1,40.7716871,-73.9637103,
415,3.61E+14,30,1829634,NA,NA,1,1387,37,Coop,770 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,43,1931,88,200244,4656.837209,432.63,10450734,52.19,561.1827957,3259972,16.28,7190762,57521000,287.25,2017,2,1350,398.8396265,398.8396265,0,0,1,0,0,0,0,1,0,4,1,1,40.7716871,-73.9637103,
224,3.61E+14,30,2454214,NA,NA,1,1374,37,Coop,510 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,29,1925,94,132926,4583.655172,425.84,6748653,50.77,545.9139785,2157389,16.23,4591264,36955000,278.01,2018,3,1179,178.9867758,178.9867758,0,0,1,0,0,0,0,0,1,4,0,0,40.76353,-73.969768,
224,3.61E+14,30,2370481,NA,NA,1,1374,37,Coop,510 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,29,1925,94,132926,4583.655172,425.84,6890884,51.84,557.4193548,2600033,19.56,4290851,34335000,258.3,2016,1,1179,178.9867758,178.9867758,0,0,1,0,0,0,1,0,0,4,0,0,40.76353,-73.969768,
224,3.61E+14,30,2407629,NA,NA,1,1374,37,Coop,510 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,29,1925,94,132926,4583.655172,425.84,7005200,52.7,566.6666667,2368741,17.82,4636459,37089000,279.02,2017,2,1179,178.9867758,178.9867758,0,0,1,0,0,0,0,1,0,4,0,0,40.76353,-73.969768,
424,3.61E+14,30,2002894,NA,NA,1,1385,37,Coop,730 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,42,1928,91,192445,4582.02381,425.68,11479344,59.65,641.3978495,3031009,15.75,8448335,6.80E+07,353.35,2018,3,1335,298.8858007,298.8858007,0,0,1,0,0,0,0,0,1,6,1,1,40.7704689,-73.9648588,
375,3.61E+14,30,2111444,NA,NA,1,1407,1,Coop,775 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,47,1927,92,208986,4446.510638,413.09,9299877,44.5,478.4946237,2982230,14.27,6317647,50850000,243.32,2018,3,1353,384.6375925,384.6375925,0,0,1,0,0,0,0,0,1,4,1,1,40.7713321,-73.9632363,
375,3.61E+14,30,2055060,NA,NA,1,1407,1,Coop,775 PARK AVENUE,UPPER EAST SIDE (59-79),1,D4-ELEVATOR,1,47,1927,92,208986,4446.510638,413.09,9387651,44.92,483.0107527,3527684,16.88,5859967,46876000,224.3,2017,2,1353,384.6375925,384.6375925,0,0,1,0,0,0,0,1,0,4,1,1,40.7713321,-73.9632363,
