V1,geoid,threshold,tot_jobs,layer,path,Boro,Block,Lot,Condominium_Coop,Address,Neighborhood,Neighborhood_No,Building Code,Elevator_Walkup,Total_Units,Year_Built,Age,Gross_SqFt,Unit_Gross_SqFt,Unit_Gross_SqMeter,Estimated_Gross_Income,Gross_Income_per_SqFt,Gross_Income_per_Sqmeter,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Financial_Year,t,id,D_Nearestb4,D_Nearestafter,Delta_Dis_Nearest,Type,Location_1,Location_2,Location_3,Location_4,Y_2016,Y_2017,Y_2018,AllSta_1000,No_NewSta_1000,NewSta_1000,y,x,Income_DelDis_Beta
14,3.61E+14,30,1490876,NA,NA,1,1643,7502,2534-R1,110 EAST 116 STREET,HARLEM-EAST,3,RR-CONRENT,0,12,1910,109,7322,610.1666667,56.69,378694,51.72,556.1290323,184148,25.15,194546,1556000,212.51,2017,2,88,111.606681,111.606681,0,1,0,0,1,0,0,1,0,4,0,0,40.7988116,-73.9427558,
14,3.61E+14,30,1500920,NA,NA,1,1643,7502,2534-R1,110 EAST 116 STREET,HARLEM-EAST,3,RR-CONRENT,0,12,1910,109,7322,610.1666667,56.69,349699,47.76,513.5483871,160498,21.92,189201,1523000,208,2018,3,88,111.606681,111.606681,0,1,0,0,1,0,0,0,1,4,0,0,40.7988116,-73.9427558,
14,3.61E+14,30,1386295,NA,NA,1,1643,7502,2534-R1,110 EAST 116 STREET,HARLEM-EAST,3,RR-CONRENT,0,12,1910,109,7322,610.1666667,56.69,347282,47.43,510,156251,21.34,191031,1528000,208.69,2016,1,88,111.606681,111.606681,0,1,0,0,1,0,1,0,0,4,0,0,40.7988116,-73.9427558,
15,3.61E+14,30,1500920,NA,NA,1,1643,7501,2535-R1,108 EAST 116 STREET,HARLEM-EAST,3,RR-CONRENT,0,12,1910,109,9700,808.3333333,75.1,399931,41.23,443.3333333,186531,19.23,213400,1718000,177.11,2018,3,69,118.0346408,118.0346408,0,1,0,0,1,0,0,0,1,4,0,0,40.7988246,-73.9428477,
13,3.61E+14,30,746796,NA,NA,1,1660,7501,0716-R1,2141 2 AVENUE,HARLEM-EAST,3,R2-WALK-UP,0,10,1910,109,6504,650.4,60.42,265753,40.86,439.3548387,106601,16.39,159152,1281001,196.96,2018,3,536,394.365153,394.365153,0,1,0,0,1,0,0,0,1,3,0,0,40.7934089,-73.9407833,
15,3.61E+14,30,1490876,NA,NA,1,1643,7501,2535-R1,108 EAST 116 STREET,HARLEM-EAST,3,RR-CONRENT,0,12,1910,109,9700,808.3333333,75.1,391492,40.36,433.9784946,196231,20.23,195261,1562000,161.03,2017,2,69,118.0346408,118.0346408,0,1,0,0,1,0,0,1,0,4,0,0,40.7988246,-73.9428477,
13,3.61E+14,30,697814,NA,NA,1,1660,7501,0716-R1,2141 2 AVENUE,HARLEM-EAST,3,R2-WALK-UP,0,10,1910,109,6504,650.4,60.42,253721,39.01,419.4623656,114145,17.55,139576,1116001,171.59,2017,2,536,394.365153,394.365153,0,1,0,0,1,0,0,1,0,3,0,0,40.7934089,-73.9407833,
15,3.61E+14,30,1386295,NA,NA,1,1643,7501,2535-R1,108 EAST 116 STREET,HARLEM-EAST,3,RR-CONRENT,0,12,1910,109,9700,808.3333333,75.1,371898,38.34,412.2580645,185658,19.14,186240,1490000,153.61,2016,1,69,118.0346408,118.0346408,0,1,0,0,1,0,1,0,0,4,0,0,40.7988246,-73.9428477,
12,3.61E+14,30,903507,NA,NA,1,1661,7502,2028-R1,2025 3 AVENUE,HARLEM-EAST,3,R9-CONDOPS,0,11,2004,15,8755,795.9090909,73.94,329451,37.63,404.6236559,126422,14.44,203029,1629000,186.07,2018,3,473,223.557188,223.557188,0,1,0,0,1,0,0,0,1,3,0,0,40.7947803,-73.942067,
13,3.61E+14,30,618645,NA,NA,1,1660,7501,0716-R1,2141 2 AVENUE,HARLEM-EAST,3,R2-WALK-UP,0,10,1910,109,6504,650.4,60.42,240518,36.98,397.6344086,104844,16.12,135674,1085999,166.97,2016,1,536,394.365153,394.365153,0,1,0,0,1,0,1,0,0,3,0,0,40.7934089,-73.9407833,
12,3.61E+14,30,848470,NA,NA,1,1661,7502,2028-R1,2025 3 AVENUE,HARLEM-EAST,3,R9-CONDOPS,0,11,2004,15,8755,795.9090909,73.94,306513,35.01,376.4516129,128348,14.66,178165,1425000,162.76,2017,2,473,223.557188,223.557188,0,1,0,0,1,0,0,1,0,3,0,0,40.7947803,-73.942067,
835,3.61E+14,30,1690520,NA,NA,1,1624,44,Coop,154 EAST 97 STREET,HARLEM-EAST,3,C6-WALK-UP,0,17,1930,89,8640,508.2352941,47.22,298080,34.5,370.9677419,118714,13.74,179366,1432000,165.74,2018,3,305,88.92590923,88.92590923,0,0,0,0,1,0,0,0,1,3,1,1,40.786007,-73.949762,
12,3.61E+14,30,755778,NA,NA,1,1661,7502,2028-R1,2025 3 AVENUE,HARLEM-EAST,3,R9-CONDOPS,0,11,2004,15,8755,795.9090909,73.94,296970,33.92,364.7311828,123358,14.09,173612,1389000,158.65,2016,1,473,223.557188,223.557188,0,1,0,0,1,0,1,0,0,3,0,0,40.7947803,-73.942067,
39,3.61E+14,30,1087462,NA,NA,1,1788,7502,1876-R1,206 EAST 124 STREET,HARLEM-EAST,3,R2-WALK-UP,0,16,1900,119,12090,755.625,70.2,385429,31.88,342.7956989,144717,11.97,240712,1910000,157.98,2018,3,492,393.8228211,393.8228211,0,1,0,0,1,0,0,0,1,2,0,0,40.8026108,-73.9358497,
835,3.61E+14,30,1656784,NA,NA,1,1624,44,Coop,154 EAST 97 STREET,HARLEM-EAST,3,C6-WALK-UP,0,17,1930,89,8640,508.2352941,47.22,247709,28.67,308.2795699,109037,12.62,138672,1109000,128.36,2017,2,305,88.92590923,88.92590923,0,0,0,0,1,0,0,1,0,3,1,1,40.786007,-73.949762,
39,3.61E+14,30,1014596,NA,NA,1,1788,7502,1876-R1,206 EAST 124 STREET,HARLEM-EAST,3,R2-WALK-UP,0,16,1900,119,12090,755.625,70.2,343235,28.39,305.2688172,166600,13.78,176635,1413000,116.87,2016,1,492,393.8228211,393.8228211,0,1,0,0,1,0,1,0,0,2,0,0,40.8026108,-73.9358497,
36,3.61E+14,30,663449,NA,NA,1,1785,7501,1901-R1,207 EAST 120 STREET,HARLEM-EAST,3,R2-WALK-UP,0,11,1900,119,14440,1312.727273,121.96,406919,28.18,303.0107527,160428,11.11,246491,1933001,133.86,2018,3,495,364.2066092,364.2066092,0,1,0,0,1,0,0,0,1,3,0,0,40.8004182,-73.9375206,
36,3.61E+14,30,607986,NA,NA,1,1785,7501,1901-R1,207 EAST 120 STREET,HARLEM-EAST,3,R2-WALK-UP,0,11,1900,119,14440,1312.727273,121.96,402298,27.86,299.5698925,185987,12.88,216311,1731000,119.88,2016,1,495,364.2066092,364.2066092,0,1,0,0,1,0,1,0,0,3,0,0,40.8004182,-73.9375206,
873,3.61E+14,30,1438193,NA,NA,1,1632,7501,0666-R1,165 EAST 104 STREET,HARLEM-EAST,3,R2-WALK-UP,0,12,1910,109,7690,640.8333333,59.54,212167,27.59,296.6666667,123963,16.12,88204,689002,89.6,2018,3,351,128.0166387,128.0166387,0,1,0,0,1,0,0,0,1,4,1,1,40.7907701,-73.9463459,
39,3.61E+14,30,1100005,NA,NA,1,1788,7502,1876-R1,206 EAST 124 STREET,HARLEM-EAST,3,R2-WALK-UP,0,16,1900,119,12090,755.625,70.2,331750,27.44,295.0537634,148344,12.27,183406,1467000,121.34,2017,2,492,393.8228211,393.8228211,0,1,0,0,1,0,0,1,0,2,0,0,40.8026108,-73.9358497,
36,3.61E+14,30,658431,NA,NA,1,1785,7501,1901-R1,207 EAST 120 STREET,HARLEM-EAST,3,R2-WALK-UP,0,11,1900,119,14440,1312.727273,121.96,394068,27.29,293.4408602,177323,12.28,216745,1734002,120.08,2017,2,495,364.2066092,364.2066092,0,1,0,0,1,0,0,1,0,3,0,0,40.8004182,-73.9375206,
839,3.61E+14,30,1625559,NA,NA,1,1625,6,Coop,105 EAST 97 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9245,616.3333333,57.26,250817,27.13,291.7204301,115655,12.51,135162,1055000,114.12,2018,3,52,139.2958869,139.2958869,0,0,0,0,1,0,0,0,1,3,1,1,40.7871356,-73.9512858,
835,3.61E+14,30,1491684,NA,NA,1,1624,44,Coop,154 EAST 97 STREET,HARLEM-EAST,3,C6-WALK-UP,0,17,1930,89,8640,508.2352941,47.22,234230,27.11,291.5053763,100138,11.59,134092,1073000,124.19,2016,1,305,88.92590923,88.92590923,0,0,0,0,1,0,1,0,0,3,1,1,40.786007,-73.949762,
23,3.61E+14,30,1492165,NA,NA,1,1622,53,Coop,1775 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,19,1910,109,8530,448.9473684,41.71,226813,26.59,285.9139785,107563,12.61,119250,928000,108.79,2018,3,403,263.2283973,263.2283973,0,0,0,0,1,0,0,0,1,3,0,0,40.8003799,-73.9443089,
873,3.61E+14,30,1420120,NA,NA,1,1632,7501,0666-R1,165 EAST 104 STREET,HARLEM-EAST,3,R2-WALK-UP,0,12,1910,109,7690,640.8333333,59.54,200094,26.02,279.7849462,116734,15.18,83360,667000,86.74,2017,2,351,128.0166387,128.0166387,0,1,0,0,1,0,0,1,0,4,1,1,40.7907701,-73.9463459,
42,3.61E+14,30,1275755,NA,NA,1,1789,5,Coop,205 EAST 124 STREET,HARLEM-EAST,3,C6-WALK-UP,0,20,1930,89,17400,870,80.83,432216,24.84,267.0967742,214020,12.3,218196,1682000,96.67,2018,3,482,377.5611276,377.5611276,0,0,0,0,1,0,0,0,1,2,0,0,40.8029624,-73.9356343,
884,3.61E+14,30,1456220,NA,NA,1,1629,8,Coop,121 EAST 101 STREET,HARLEM-EAST,3,C6-WALK-UP,0,12,1910,109,9980,831.6666667,77.26,243312,24.38,262.1505376,135928,13.62,107384,859000,86.07,2017,2,167,203.9241136,203.9241136,0,0,0,0,1,0,0,1,0,4,1,1,40.7895591,-73.9492768,
877,3.61E+14,30,1470687,NA,NA,1,1630,7501,0441-R2,173 EAST 102 STREET,HARLEM-EAST,3,R2-WALK-UP,0,17,1920,99,9590,564.1176471,52.41,227283,23.7,254.8387097,125054,13.04,102229,783000,81.65,2018,3,386,180.8676831,180.8676831,0,1,0,0,1,0,0,0,1,4,1,1,40.789492,-73.9471233,
878,3.61E+14,30,1470687,NA,NA,1,1630,38,Coop,1862 3 AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,38,1900,119,32025,842.7631579,78.3,756110,23.61,253.8709677,326015,10.18,430095,3290000,102.73,2018,3,423,188.1960728,188.1960728,0,0,0,0,1,0,0,0,1,4,1,1,40.789647,-73.9465366,
873,3.61E+14,30,863861,NA,NA,1,1632,7501,0666-R1,165 EAST 104 STREET,HARLEM-EAST,3,R2-WALK-UP,0,12,1910,109,7690,640.8333333,59.54,179100,23.29,250.4301075,102123,13.28,76977,607002,78.93,2016,1,351,128.0166387,128.0166387,0,1,0,0,1,0,1,0,0,4,1,1,40.7907701,-73.9463459,
876,3.61E+14,30,1470687,NA,NA,1,1630,7501,0441-R1,169 EAST 102 STREET,HARLEM-EAST,3,R2-WALK-UP,0,17,1920,99,9590,564.1176471,52.41,221241,23.07,248.0645161,126013,13.14,95228,725998,75.7,2018,3,365,173.5957174,173.5957174,0,1,0,0,1,0,0,0,1,4,1,1,40.7895181,-73.9473069,
3,3.61E+14,30,258128,NA,NA,1,1806,39,Coop,420 EAST 119 STREET,HARLEM-EAST,3,C6-WALK-UP,0,17,1900,119,12876,757.4117647,70.37,293573,22.8,245.1612903,156057,12.12,137516,1045000,81.16,2018,3,1079,732.3701391,732.3701391,0,0,0,0,1,0,0,0,1,2,0,0,40.7973035,-73.9332496,
22,3.61E+14,30,1492165,NA,NA,1,1622,51,Coop,1779 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,20,1910,109,8530,426.5,39.62,194484,22.8,245.1612903,93318,10.94,101166,769000,90.15,2018,3,406,255.6046165,255.6046165,0,0,0,0,1,0,0,0,1,3,0,0,40.800379,-73.944206,
42,3.61E+14,30,1295966,NA,NA,1,1789,5,Coop,205 EAST 124 STREET,HARLEM-EAST,3,C6-WALK-UP,0,20,1930,89,17400,870,80.83,388368,22.32,240,220632,12.68,167736,1328000,76.32,2017,2,482,377.5611276,377.5611276,0,0,0,0,1,0,0,1,0,2,0,0,40.8029624,-73.9356343,
884,3.61E+14,30,1113966,NA,NA,1,1629,8,Coop,121 EAST 101 STREET,HARLEM-EAST,3,C6-WALK-UP,0,12,1910,109,9980,831.6666667,77.26,221756,22.22,238.9247312,118662,11.89,103094,807000,80.86,2016,1,167,203.9241136,203.9241136,0,0,0,0,1,0,1,0,0,4,1,1,40.7895591,-73.9492768,
884,3.61E+14,30,1474018,NA,NA,1,1629,8,Coop,121 EAST 101 STREET,HARLEM-EAST,3,C6-WALK-UP,0,12,1910,109,9980,831.6666667,77.26,220957,22.14,238.0645161,103892,10.41,117065,886000,88.78,2018,3,167,203.9241136,203.9241136,0,0,0,0,1,0,0,0,1,4,1,1,40.7895591,-73.9492768,
839,3.61E+14,30,1595592,NA,NA,1,1625,6,Coop,105 EAST 97 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9245,616.3333333,57.26,204037,22.07,237.311828,87735,9.49,116302,918000,99.3,2017,2,52,139.2958869,139.2958869,0,0,0,0,1,0,0,1,0,3,1,1,40.7871356,-73.9512858,
27,3.61E+14,30,1531187,NA,NA,1,1621,61,Coop,20 EAST 116 STREET,HARLEM-EAST,3,C6-WALK-UP,0,12,1930,89,9552,796,73.95,207947,21.77,234.0860215,118731,12.43,89216,673000,70.46,2018,3,446,341.4411269,341.4411269,0,0,0,0,1,0,0,0,1,3,0,0,40.8000841,-73.9454653,
24,3.61E+14,30,1467264,NA,NA,1,1622,52,Coop,1777 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,20,1910,109,8530,426.5,39.62,185613,21.76,233.9784946,109696,12.86,75917,598000,70.11,2017,2,405,263.5195165,263.5195165,0,0,0,0,1,0,0,1,0,3,0,0,40.8003738,-73.9443172,
892,3.61E+14,30,1407992,NA,NA,1,1634,62,Coop,120 EAST 107 STREET,HARLEM-EAST,3,C6-WALK-UP,0,11,1910,109,4578,416.1818182,38.66,98793,21.58,232.0430108,60979,13.32,37814,297000,64.88,2017,2,156,252.201501,252.201501,0,0,0,0,1,0,0,1,0,4,0,0,40.7930868,-73.9465688,
876,3.61E+14,30,1438233,NA,NA,1,1630,7501,0441-R1,169 EAST 102 STREET,HARLEM-EAST,3,R2-WALK-UP,0,17,1920,99,9590,564.1176471,52.41,201774,21.04,226.2365591,110956,11.57,90818,709994,74.03,2017,2,365,173.5957174,173.5957174,0,1,0,0,1,0,0,1,0,4,1,1,40.7895181,-73.9473069,
877,3.61E+14,30,1438233,NA,NA,1,1630,7501,0441-R2,173 EAST 102 STREET,HARLEM-EAST,3,R2-WALK-UP,0,17,1920,99,9590,564.1176471,52.41,201774,21.04,226.2365591,110956,11.57,90818,710000,74.04,2017,2,386,180.8676831,180.8676831,0,1,0,0,1,0,0,1,0,4,1,1,40.789492,-73.9471233,
24,3.61E+14,30,1492165,NA,NA,1,1622,52,Coop,1777 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,20,1910,109,8530,426.5,39.62,178959,20.98,225.5913978,96730,11.34,82229,616000,72.22,2018,3,405,263.5195165,263.5195165,0,0,0,0,1,0,0,0,1,3,0,0,40.8003738,-73.9443172,
836,3.61E+14,30,1614569,NA,NA,1,1625,50,Coop,138 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,14,1910,109,11275,805.3571429,74.82,235760,20.91,224.8387097,86141,7.64,149619,1120000,99.33,2018,3,241,141.5481992,141.5481992,0,0,0,0,1,0,0,0,1,3,1,1,40.7869477,-73.9497954,
42,3.61E+14,30,1196937,NA,NA,1,1789,5,Coop,205 EAST 124 STREET,HARLEM-EAST,3,C6-WALK-UP,0,20,1930,89,17400,870,80.83,361398,20.77,223.3333333,186528,10.72,174870,1354000,77.82,2016,1,482,377.5611276,377.5611276,0,0,0,0,1,0,1,0,0,2,0,0,40.8029624,-73.9356343,
22,3.61E+14,30,1376684,NA,NA,1,1622,51,Coop,1779 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,20,1910,109,8530,426.5,39.62,176315,20.67,222.2580645,84276,9.88,92039,712000,83.47,2016,1,406,255.6046165,255.6046165,0,0,0,0,1,0,1,0,0,3,0,0,40.800379,-73.944206,
23,3.61E+14,30,1376684,NA,NA,1,1622,53,Coop,1775 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,19,1910,109,8530,448.9473684,41.71,174524,20.46,220,78135,9.16,96389,744000,87.22,2016,1,403,263.2283973,263.2283973,0,0,0,0,1,0,1,0,0,3,0,0,40.8003799,-73.9443089,
839,3.61E+14,30,1485075,NA,NA,1,1625,6,Coop,105 EAST 97 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9245,616.3333333,57.26,188598,20.4,219.3548387,71649,7.75,116949,901000,97.46,2016,1,52,139.2958869,139.2958869,0,0,0,0,1,0,1,0,0,3,1,1,40.7871356,-73.9512858,
892,3.61E+14,30,1087082,NA,NA,1,1634,62,Coop,120 EAST 107 STREET,HARLEM-EAST,3,C6-WALK-UP,0,11,1910,109,4578,416.1818182,38.66,92018,20.1,216.1290323,53288,11.64,38730,297000,64.88,2016,1,156,252.201501,252.201501,0,0,0,0,1,0,1,0,0,4,0,0,40.7930868,-73.9465688,
27,3.61E+14,30,1490167,NA,NA,1,1621,61,Coop,20 EAST 116 STREET,HARLEM-EAST,3,C6-WALK-UP,0,12,1930,89,9552,796,73.95,191136,20.01,215.1612903,114624,12,76512,591000,61.87,2017,2,446,341.4411269,341.4411269,0,0,0,0,1,0,0,1,0,3,0,0,40.8000841,-73.9454653,
876,3.61E+14,30,1052530,NA,NA,1,1630,7501,0441-R1,169 EAST 102 STREET,HARLEM-EAST,3,R2-WALK-UP,0,17,1920,99,9590,564.1176471,52.41,190170,19.83,213.2258065,99736,10.4,90434,691999,72.16,2016,1,365,173.5957174,173.5957174,0,1,0,0,1,0,1,0,0,4,1,1,40.7895181,-73.9473069,
877,3.61E+14,30,1052530,NA,NA,1,1630,7501,0441-R2,173 EAST 102 STREET,HARLEM-EAST,3,R2-WALK-UP,0,17,1920,99,9590,564.1176471,52.41,190170,19.83,213.2258065,99736,10.4,90434,692001,72.16,2016,1,386,180.8676831,180.8676831,0,1,0,0,1,0,1,0,0,4,1,1,40.789492,-73.9471233,
35,3.61E+14,30,842324,NA,NA,1,1786,17,Coop,237 EAST 121 STREET,HARLEM-EAST,3,C6-WALK-UP,0,12,1920,99,8000,666.6666667,61.94,156880,19.61,210.8602151,97680,12.21,59200,452000,56.5,2016,1,631,488.1377931,488.1377931,0,0,0,0,1,0,1,0,0,3,0,0,40.8007167,-73.9360969,
838,3.61E+14,30,1595592,NA,NA,1,1625,67,Coop,114 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9600,640,59.46,187680,19.55,210.2150538,109440,11.4,78240,601000,62.6,2017,2,120,161.8352106,161.8352106,0,0,0,0,1,0,0,1,0,3,1,1,40.787376,-73.951083,
837,3.61E+14,30,1595592,NA,NA,1,1625,68,Coop,112 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9335,622.3333333,57.82,182499,19.55,210.2150538,106512,11.41,75987,583000,62.45,2017,2,107,173.807729,173.807729,0,0,0,0,1,0,0,1,0,3,1,1,40.7874839,-73.9510906,
838,3.61E+14,30,1625559,NA,NA,1,1625,67,Coop,114 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9600,640,59.46,185760,19.35,208.0645161,99744,10.39,86016,633000,65.94,2018,3,120,161.8352106,161.8352106,0,0,0,0,1,0,0,0,1,3,1,1,40.787376,-73.951083,
838,3.61E+14,30,1485075,NA,NA,1,1625,67,Coop,114 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9600,640,59.46,181344,18.89,203.1182796,104928,10.93,76416,578000,60.21,2016,1,120,161.8352106,161.8352106,0,0,0,0,1,0,1,0,0,3,1,1,40.787376,-73.951083,
837,3.61E+14,30,1485075,NA,NA,1,1625,68,Coop,112 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9335,622.3333333,57.82,176338,18.89,203.1182796,102032,10.93,74306,562000,60.2,2016,1,107,173.807729,173.807729,0,0,0,0,1,0,1,0,0,3,1,1,40.7874839,-73.9510906,
878,3.61E+14,30,1438233,NA,NA,1,1630,38,Coop,1862 3 AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,38,1900,119,32025,842.7631579,78.3,604312,18.87,202.9032258,259723,8.11,344589,2621000,81.84,2017,2,423,188.1960728,188.1960728,0,0,0,0,1,0,0,1,0,4,1,1,40.789647,-73.9465366,
3,3.61E+14,30,231338,NA,NA,1,1806,39,Coop,420 EAST 119 STREET,HARLEM-EAST,3,C6-WALK-UP,0,17,1900,119,12876,757.4117647,70.37,238850,18.55,199.4623656,109832,8.53,129018,972000,75.49,2016,1,1079,732.3701391,732.3701391,0,0,0,0,1,0,1,0,0,2,0,0,40.7973035,-73.9332496,
836,3.61E+14,30,1427044,NA,NA,1,1625,50,Coop,138 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,14,1910,109,11275,805.3571429,74.82,208362,18.48,198.7096774,91328,8.1,117034,881000,78.14,2016,1,241,141.5481992,141.5481992,0,0,0,0,1,0,1,0,0,3,1,1,40.7869477,-73.9497954,
27,3.61E+14,30,1409297,NA,NA,1,1621,61,Coop,20 EAST 116 STREET,HARLEM-EAST,3,C6-WALK-UP,0,12,1930,89,9552,796,73.95,176139,18.44,198.2795699,91986,9.63,84153,633000,66.27,2016,1,446,341.4411269,341.4411269,0,0,0,0,1,0,1,0,0,3,0,0,40.8000841,-73.9454653,
875,3.61E+14,30,1562766,NA,NA,1,1631,41,Coop,180 EAST 104 STREET,HARLEM-EAST,3,C6-WALK-UP,0,36,1910,109,24365,676.8055556,62.88,449047,18.43,198.172043,224645,9.22,224402,1634000,67.06,2018,3,413,150.2091216,150.2091216,0,0,0,0,1,0,0,0,1,4,1,1,40.79031,-73.9463169,
878,3.61E+14,30,1052530,NA,NA,1,1630,38,Coop,1862 3 AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,38,1900,119,32025,842.7631579,78.3,586698,18.32,196.9892473,249475,7.79,337223,2535000,79.16,2016,1,423,188.1960728,188.1960728,0,0,0,0,1,0,1,0,0,4,1,1,40.789647,-73.9465366,
892,3.61E+14,30,1426797,NA,NA,1,1634,62,Coop,120 EAST 107 STREET,HARLEM-EAST,3,C6-WALK-UP,0,11,1910,109,4578,416.1818182,38.66,83503,18.24,196.1290323,41751,9.12,41752,303000,66.19,2018,3,156,252.201501,252.201501,0,0,0,0,1,0,0,0,1,4,0,0,40.7930868,-73.9465688,
836,3.61E+14,30,1588297,NA,NA,1,1625,50,Coop,138 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,14,1910,109,11275,805.3571429,74.82,203401,18.04,193.9784946,81406,7.22,121995,917000,81.33,2017,2,241,141.5481992,141.5481992,0,0,0,0,1,0,0,1,0,3,1,1,40.7869477,-73.9497954,
23,3.61E+14,30,1467264,NA,NA,1,1622,53,Coop,1775 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,19,1910,109,8530,448.9473684,41.71,153881,18.04,193.9784946,54763,6.42,99118,745000,87.34,2017,2,403,263.2283973,263.2283973,0,0,0,0,1,0,0,1,0,3,0,0,40.8003799,-73.9443089,
22,3.61E+14,30,1467264,NA,NA,1,1622,51,Coop,1779 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,20,1910,109,8530,426.5,39.62,153881,18.04,193.9784946,54763,6.42,99118,745000,87.34,2017,2,406,255.6046165,255.6046165,0,0,0,0,1,0,0,1,0,3,0,0,40.800379,-73.944206,
882,3.61E+14,30,1456220,NA,NA,1,1630,12,Coop,123 EAST 102 STREET,HARLEM-EAST,3,C6-WALK-UP,0,32,1930,89,20190,630.9375,58.62,361805,17.92,192.688172,194632,9.64,167173,1254000,62.11,2017,2,179,119.9334203,119.9334203,0,0,0,0,1,0,0,1,0,4,1,1,40.7900585,-73.9484502,
882,3.61E+14,30,1474036,NA,NA,1,1630,12,Coop,123 EAST 102 STREET,HARLEM-EAST,3,C6-WALK-UP,0,32,1930,89,20190,630.9375,58.62,359786,17.82,191.6129032,179893,8.91,179893,1298000,64.29,2018,3,179,119.9334203,119.9334203,0,0,0,0,1,0,0,0,1,4,1,1,40.7900585,-73.9484502,
837,3.61E+14,30,1625559,NA,NA,1,1625,68,Coop,112 EAST 98 STREET,HARLEM-EAST,3,C6-WALK-UP,0,15,1910,109,9335,622.3333333,57.82,166350,17.82,191.6129032,83175,8.91,83175,6.00E+05,64.27,2018,3,107,173.807729,173.807729,0,0,0,0,1,0,0,0,1,3,1,1,40.7874839,-73.9510906,
35,3.61E+14,30,907037,NA,NA,1,1786,17,Coop,237 EAST 121 STREET,HARLEM-EAST,3,C6-WALK-UP,0,12,1920,99,8000,666.6666667,61.94,142240,17.78,191.1827957,72320,9.04,69920,504000,63,2018,3,631,488.1377931,488.1377931,0,0,0,0,1,0,0,0,1,3,0,0,40.8007167,-73.9360969,
883,3.61E+14,30,1474036,NA,NA,1,1630,16,Coop,1620 LEXINGTON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,36,1930,89,19134,531.5,49.38,339629,17.75,190.8602151,165318,8.64,174311,1257000,65.69,2018,3,341,124.2896891,124.2896891,0,0,0,0,1,0,0,0,1,4,1,1,40.7899422,-73.9481746,
3,3.61E+14,30,253065,NA,NA,1,1806,39,Coop,420 EAST 119 STREET,HARLEM-EAST,3,C6-WALK-UP,0,17,1900,119,12876,757.4117647,70.37,225716,17.53,188.4946237,92836,7.21,132880,990000,76.89,2017,2,1079,732.3701391,732.3701391,0,0,0,0,1,0,0,1,0,2,0,0,40.7973035,-73.9332496,
24,3.61E+14,30,1376684,NA,NA,1,1622,52,Coop,1777 MADISON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,20,1910,109,8530,426.5,39.62,147910,17.34,186.4516129,66363,7.78,81547,606000,71.04,2016,1,405,263.5195165,263.5195165,0,0,0,0,1,0,1,0,0,3,0,0,40.8003738,-73.9443172,
883,3.61E+14,30,1456220,NA,NA,1,1630,16,Coop,1620 LEXINGTON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,36,1930,89,19134,531.5,49.38,326043,17.04,183.2258065,172780,9.03,153263,1134000,59.27,2017,2,341,124.2896891,124.2896891,0,0,0,0,1,0,0,1,0,4,1,1,40.7899422,-73.9481746,
875,3.61E+14,30,1541591,NA,NA,1,1631,41,Coop,180 EAST 104 STREET,HARLEM-EAST,3,C6-WALK-UP,0,36,1910,109,24365,676.8055556,62.88,402266,16.51,177.5268817,201011,8.25,201255,1473000,60.46,2017,2,413,150.2091216,150.2091216,0,0,0,0,1,0,0,1,0,4,1,1,40.79031,-73.9463169,
883,3.61E+14,30,1115320,NA,NA,1,1630,16,Coop,1620 LEXINGTON AVENUE,HARLEM-EAST,3,C6-WALK-UP,0,36,1930,89,19134,531.5,49.38,315520,16.49,177.311828,162065,8.47,153455,1125000,58.8,2016,1,341,124.2896891,124.2896891,0,0,0,0,1,0,1,0,0,4,1,1,40.7899422,-73.9481746,
