Boro-Block-Lot,Condominium_Coop,Address,Neighborhood,Building Code,Total_Units,Year_Built,Gross_SqFt,Estimated_Gross_Income,Gross_Income_per_SqFt,Gross_Income_per_Sqmeter,Estimated_Expense,Expense_per_SqFt,Net_Operating_Income,Full_Market_Value,Market_Value_per_SqFt,Financial_Year,t,id,D_Nearestb4,D_Nearestafter,Delta_Dis_Nearest,Type,Location_1,Location_2,Location_3,Location_4,Y_2016,Y_2017,Y_2018,AllSta_1000 ,No_NewSta_1000,NewSta_1000,y,x
1-01430-7501,0784-R1,240 EAST 76 STREET,UPPER EAST SIDE (59-79),R9-CONDOPS,295,1957,"239,536","9,368,253",39.11,420.5376344,"3,264,876",13.63,"6,103,377","48,839,000",203.89,2016,1,645,340.6779977,333.5880421,7.0899556,1,1,0,0,0,1,0,0,5,2,1,40.7714563,-73.9568932
1-01430-7501,0784-R1,240 EAST 76 STREET,UPPER EAST SIDE (59-79),R9-CONDOPS,295,1957,"239,536","10,527,607",43.95,472.5806452,"3,286,434",13.72,"7,241,173","57,925,000",241.82,2017,2,645,340.6779977,333.5880421,7.0899556,1,1,0,0,0,0,1,0,5,2,1,40.7714563,-73.9568932
1-01430-7501,0784-R1,240 EAST 76 STREET,UPPER EAST SIDE (59-79),R9  -CONDOPS,295,1957,"239,536","10,867,748",45.37,487.8494624,"2,814,548",11.75,"8,053,200","64,820,000",270.61,2018,3,645,340.6779977,333.5880421,7.0899556,1,1,0,0,0,0,0,1,5,2,1,40.7714563,-73.9568932
1-01439-7502,0802-R1,330 EAST 65 STREET,UPPER EAST SIDE (59-79),R9-CONDOPS,56,1910,"30,899","1,228,235",39.75,427.4193548,"297,248",9.62,"930,987","7,450,000",241.11,2016,1,921,390.9374699,390.9374699,0,1,1,0,0,0,1,0,0,4,1,1,40.7637023,-73.9605376
1-01439-7502,0802-R1,330 EAST 65 STREET,UPPER EAST SIDE (59-79),R9-CONDOPS,56,1910,"30,899","1,247,393",40.37,434.0860215,"299,411",9.69,"947,982","7,584,000",245.44,2017,2,921,390.9374699,390.9374699,0,1,1,0,0,0,0,1,0,4,1,1,40.7637023,-73.9605376
1-01439-7502,0802-R1,330 EAST 65 STREET,UPPER EAST SIDE (59-79),R9  -CONDOPS,56,1910,"30,899","1,354,921",43.85,471.5053763,"338,962",10.97,"1,015,959","8,177,000",264.64,2018,3,921,390.9374699,390.9374699,0,1,1,0,0,0,0,0,1,4,1,1,40.7637023,-73.9605376
1-01382-7501,0805-R1,20 EAST 68 STREET,UPPER EAST SIDE (59-79),R9-CONDOPS,84,1955,"96,152","3,997,039",41.57,446.9892473,"1,433,626",14.91,"2,563,413","20,512,000",213.33,2016,1,447,358.3682204,358.3682204,0,1,1,0,0,0,1,0,0,6,1,1,40.7691961,-73.9677084
1-01382-7501,0805-R1,20 EAST 68 STREET,UPPER EAST SIDE (59-79),R9-CONDOPS,84,1955,"96,152","3,835,503",39.89,428.9247312,"1,230,746",12.8,"2,604,757","20,836,000",216.7,2017,2,447,358.3682204,358.3682204,0,1,1,0,0,0,0,1,0,6,1,1,40.7691961,-73.9677084
1-01382-7501,0805-R1,20 EAST 68 STREET,UPPER EAST SIDE (59-79),R9  -CONDOPS,84,1955,"96,152","4,009,538",41.7,448.3870968,"1,322,090",13.75,"2,687,448","21,631,000",224.97,2018,3,447,358.3682204,358.3682204,0,1,1,0,0,0,0,0,1,6,1,1,40.7691961,-73.9677084
1-01497-7501,0825-R2,1049 5 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,12,1928,"3,812","192,506",50.5,543.0107527,"71,437",18.74,"121,069","969,002",254.2,2016,1,50,396.7964207,396.7964207,0,1,1,0,0,0,1,0,0,4,1,1,40.7810879,-73.9598154
1-01497-7501,0825-R2,1049 5 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,12,1928,"3,812","225,327",59.11,635.5913978,"85,122",22.33,"140,205","1,122,004",294.33,2017,2,50,396.7964207,396.7964207,0,1,1,0,0,0,0,1,0,4,1,1,40.7810879,-73.9598154
1-01497-7501,0825-R2,1049 5 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,12,1928,"3,812","230,588",60.49,650.4301075,"81,691",21.43,"148,897","1,198,002",314.27,2018,3,50,396.7964207,396.7964207,0,1,1,0,0,0,0,0,1,4,1,1,40.7810879,-73.9598154
1-01419-7503,0833-R1,220 EAST 65 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,287,1978,"307,730","15,878,868",51.6,554.8387097,"5,708,392",18.55,"10,170,476","81,383,021",264.46,2016,1,559,228.8113151,228.8113151,0,1,1,0,0,0,1,0,0,5,1,1,40.7644847,-73.9624624
1-01419-7503,0833-R1,220 EAST 65 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,287,1978,"307,730","17,035,933",55.36,595.2688172,"6,185,373",20.1,"10,850,560","86,798,003",282.06,2017,2,559,228.8113151,228.8113151,0,1,1,0,0,0,0,1,0,5,1,1,40.7644847,-73.9624624
1-01419-7503,0833-R1,220 EAST 65 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,287,1978,"307,730","16,829,754",54.69,588.0645161,"6,323,852",20.55,"10,505,902","84,561,003",274.79,2018,3,559,228.8113151,228.8113151,0,1,1,0,0,0,0,0,1,5,1,1,40.7644847,-73.9624624
1-01515-7503,0842-R1,170 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,233,1991,"343,000","17,235,750",50.25,540.3225806,"5,717,810",16.67,"11,517,940","92,166,001",268.71,2016,1,372,135.6749619,135.6749619,0,1,1,0,0,0,1,0,0,5,2,1,40.7796551,-73.9539686
1-01515-7503,0842-R1,170 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,233,1991,"343,000","18,823,840",54.88,590.1075269,"7,607,740",22.18,"11,216,100","89,721,997",261.58,2017,2,372,135.6749619,135.6749619,0,1,1,0,0,0,0,1,0,5,2,1,40.7796551,-73.9539686
1-01515-7503,0842-R1,170 EAST 87 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,230,1991,"343,000","19,115,390",55.73,599.2473118,"6,534,150",19.05,"12,581,240","101,265,994",295.24,2018,3,372,135.6749619,135.6749619,0,1,1,0,0,0,0,0,1,5,2,1,40.7796551,-73.9539686
1-01493-7504,0912-R1,944 PARK AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,23,1929,"52,387","2,373,655",45.31,487.2043011,"887,960",16.95,"1,485,695","11,888,002",226.93,2016,1,1435,417.0710651,417.0710651,0,1,1,0,0,0,1,0,0,4,2,1,40.7773877,-73.9597006
1-01493-7504,0912-R1,944 PARK AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,23,1929,"52,387","2,417,136",46.14,496.1290323,"859,671",16.41,"1,557,465","12,458,998",237.83,2017,2,1435,417.0710651,417.0710651,0,1,1,0,0,0,0,1,0,4,2,1,40.7773877,-73.9597006
1-01493-7504,0912-R1,944 PARK AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,23,1929,"52,387","2,384,656",45.52,489.4623656,"786,853",15.02,"1,597,803","12,860,999",245.5,2018,3,1435,417.0710651,417.0710651,0,1,1,0,0,0,0,0,1,4,2,1,40.7773877,-73.9597006
1-01524-7502,0929-R1,108 EAST 96 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,112,1985,"104,951","4,279,902",40.78,438.4946237,"1,339,175",12.76,"2,940,727","23,528,000",224.18,2016,1,72,107.0883948,107.0883948,0,1,1,0,0,0,1,0,0,4,2,1,40.7861383,-73.9520572
1-01524-7502,0929-R1,108 EAST 96 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,112,1985,"104,951","4,626,240",44.08,473.9784946,"1,469,314",14,"3,156,926","25,253,000",240.62,2017,2,72,107.0883948,107.0883948,0,1,1,0,0,0,0,1,0,4,2,1,40.7861383,-73.9520572
1-01524-7502,0929-R1,108 EAST 96 STREET,UPPER EAST SIDE (79-96),R9  -CONDOPS,112,1985,"104,951","4,720,696",44.98,483.655914,"1,416,839",13.5,"3,303,857","26,593,000",253.38,2018,3,72,107.0883948,107.0883948,0,1,1,0,0,0,0,0,1,4,2,1,40.7861383,-73.9520572
1-01565-7501,0942-R1,420 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,45,1935,"51,750","1,751,220",33.84,363.8709677,"544,928",10.53,"1,206,292","9,652,993",186.53,2016,1,1083,652.0558243,269.8128248,382.2429995,1,1,0,0,0,1,0,0,4,2,1,40.7764604,-73.9489783
1-01565-7501,0942-R1,420 EAST 86 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,45,1935,"51,750","1,930,275",37.3,401.0752688,"720,878",13.93,"1,209,397","9,673,996",186.94,2017,2,1083,652.0558243,269.8128248,382.2429995,1,1,0,0,0,0,1,0,4,2,1,40.7764604,-73.9489783
1-01565-7501,0942-R1,420 EAST 86 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,45,1935,"51,750","1,883,183",36.39,391.2903226,"611,168",11.81,"1,272,015","10,206,002",197.22,2018,3,1083,652.0558243,269.8128248,382.2429995,1,1,0,0,0,0,0,1,4,2,1,40.7764604,-73.9489783
1-01391-7501,0946-R1,14 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,12,1910,"9,445","433,998",45.95,494.0860215,"154,331",16.34,"279,667","2,238,000",236.95,2016,1,245,382.5035056,382.5035056,0,1,1,0,0,0,1,0,0,4,1,1,40.7751206,-73.9638332
1-01391-7501,0946-R1,14 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,12,1910,"9,445","494,918",52.4,563.4408602,"203,823",21.58,"291,095","2,329,002",246.59,2017,2,245,382.5035056,382.5035056,0,1,1,0,0,0,0,1,0,4,1,1,40.7751206,-73.9638332
1-01391-7501,0946-R1,14 EAST 77 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,12,1910,"9,445","465,450",49.28,529.8924731,"178,416",18.89,"287,034","2,310,000",244.57,2018,3,245,382.5035056,382.5035056,0,1,1,0,0,0,0,0,1,4,1,1,40.7751206,-73.9638332
1-01446-7502,0950-R1,308 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,75,1996,"125,555","6,142,151",48.92,526.0215054,"2,169,590",17.28,"3,972,561","31,788,002",253.18,2016,1,801,490.1864909,42.49070103,447.6957899,1,1,0,0,0,1,0,0,4,1,1,40.7684713,-73.9580402
1-01446-7502,0950-R1,308 EAST 72 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,75,1996,"125,555","6,273,983",49.97,537.311828,"2,141,968",17.06,"4,132,015","33,049,000",263.22,2017,2,801,490.1864909,42.49070103,447.6957899,1,1,0,0,0,0,1,0,4,1,1,40.7684713,-73.9580402
1-01446-7502,0950-R1,308 EAST 72 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,75,1996,"125,555","6,026,640",48,516.1290323,"1,920,992",15.3,"4,105,648","33,046,010",263.2,2018,3,801,490.1864909,42.49070103,447.6957899,1,1,0,0,0,0,0,1,4,1,1,40.7684713,-73.9580402
1-01376-7502,0978-R1,40 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,10,1912,"22,612","996,059",44.05,473.655914,"392,092",17.34,"603,967","4,833,004",213.74,2016,1,1020,244.9676354,244.9676354,0,1,1,0,0,0,1,0,0,4,0,0,40.7649484,-73.9694663
1-01376-7502,0978-R1,40 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,10,1912,"22,612","935,458",41.37,444.8387097,"337,823",14.94,"597,635","4,781,000",211.44,2017,2,1020,244.9676354,244.9676354,0,1,1,0,0,0,0,1,0,4,0,0,40.7649484,-73.9694663
1-01376-7502,0978-R1,40 EAST 62 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,10,1912,"22,612","1,001,938",44.31,476.4516129,"345,059",15.26,"656,879","5,287,003",233.81,2018,3,1020,244.9676354,244.9676354,0,1,1,0,0,0,0,0,1,4,0,0,40.7649484,-73.9694663
1-01580-7501,1130-R1,90 EAST END AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,40,1999,"119,396","6,183,519",51.79,556.8817204,"2,054,805",17.21,"4,128,714","33,037,996",276.71,2016,1,1413,1033.848662,659.2764015,374.5722605,1,1,0,0,0,1,0,0,1,1,1,40.7735704,-73.9461541
1-01580-7501,1130-R1,90 EAST END AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,40,1999,"119,396","6,265,902",52.48,564.3010753,"2,120,473",17.76,"4,145,429","33,160,996",277.74,2017,2,1413,1033.848662,659.2764015,374.5722605,1,1,0,0,0,0,1,0,1,1,1,40.7735704,-73.9461541
1-01580-7501,1130-R1,90 EAST END AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,40,1999,"119,396","5,868,313",49.15,528.4946237,"1,769,449",14.82,"4,098,864","32,992,000",276.32,2018,3,1413,1033.848662,659.2764015,374.5722605,1,1,0,0,0,0,0,1,1,1,1,40.7735704,-73.9461541
1-01455-7501,1144-R1,401 EAST 60 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,218,1999,"310,519","15,094,329",48.61,522.688172,"4,952,778",15.95,"10,141,551","81,152,004",261.34,2016,1,1037,547.3899762,547.3899762,0,1,1,0,0,0,1,0,0,4,1,1,40.7603548,-73.9609971
1-01455-7501,1144-R1,401 EAST 60 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,218,1999,"310,519","16,317,773",52.55,565.0537634,"5,465,134",17.6,"10,852,639","86,813,994",279.58,2017,2,1037,547.3899762,547.3899762,0,1,1,0,0,0,0,1,0,4,1,1,40.7603548,-73.9609971
1-01455-7501,1144-R1,401 EAST 60 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,218,1999,"310,519","15,870,626",51.11,549.5698925,"5,219,824",16.81,"10,650,802","85,727,999",276.08,2018,3,1037,547.3899762,547.3899762,0,1,1,0,0,0,0,0,1,4,1,1,40.7603548,-73.9609971
1-01400-7501,1151-R1,181 EAST 65 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,93,2000,"180,846","10,796,506",59.7,641.9354839,"3,499,370",19.35,"7,297,136","58,391,000",322.88,2016,1,417,179.391488,179.391488,0,1,1,0,0,0,1,0,0,6,1,1,40.7655223,-73.96403
1-01400-7501,1151-R1,181 EAST 65 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,93,2000,"180,846","10,552,364",58.35,627.4193548,"3,244,377",17.94,"7,307,987","58,458,999",323.25,2017,2,417,179.391488,179.391488,0,1,1,0,0,0,0,1,0,6,1,1,40.7655223,-73.96403
1-01400-7501,1151-R1,181 EAST 65 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,93,2000,"180,846","10,644,596",58.86,632.9032258,"3,199,166",17.69,"7,445,430","59,928,003",331.38,2018,3,417,179.391488,179.391488,0,1,1,0,0,0,0,0,1,6,1,1,40.7655223,-73.96403
1-01602-7501,1167-R1,65 EAST 96 STREET,UPPER EAST SIDE (96-110),R4-ELEVATOR,60,1924,"108,700","6,039,372",55.56,597.4193548,"2,206,610",20.3,"3,832,762","30,669,000",282.14,2016,1,1303,226.7827003,226.7827003,0,1,1,0,0,0,1,0,0,3,1,1,40.787,-73.9531111
1-01602-7501,1167-R1,65 EAST 96 STREET,UPPER EAST SIDE (96-110),R4-ELEVATOR,60,1924,"108,700","5,679,575",52.25,561.827957,"1,858,770",17.1,"3,820,805","30,564,003",281.18,2017,2,1303,226.7827003,226.7827003,0,1,1,0,0,0,0,1,0,3,1,1,40.787,-73.9531111
1-01602-7501,1167-R1,65 EAST 96 STREET,UPPER EAST SIDE (96-110),R4  -ELEVATOR,60,1924,"108,700","6,199,161",57.03,613.2258065,"1,910,946",17.58,"4,288,215","34,516,003",317.53,2018,3,1303,226.7827003,226.7827003,0,1,1,0,0,0,0,0,1,3,1,1,40.787,-73.9531111
1-01458-7504,1197-R1,1152 1 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOPS,16,1910,"5,646","262,483",46.49,499.8924731,"66,453",11.77,"196,030","1,569,000",277.9,2016,1,129,499.6658359,499.6658359,0,1,1,0,0,0,1,0,0,4,1,1,40.7621367,-73.9598359
1-01458-7504,1197-R1,1152 1 AVENUE,UPPER EAST SIDE (59-79),R9-CONDOPS,16,1910,"5,646","271,121",48.02,516.344086,"80,286",14.22,"190,835","1,527,000",270.46,2017,2,129,499.6658359,499.6658359,0,1,1,0,0,0,0,1,0,4,1,1,40.7621367,-73.9598359
1-01458-7504,1197-R1,1152 1 AVENUE,UPPER EAST SIDE (59-79),R9  -CONDOPS,16,1910,"5,646","292,858",51.87,557.7419355,"90,280",15.99,"202,578","1,631,000",288.88,2018,3,129,499.6658359,499.6658359,0,1,1,0,0,0,0,0,1,4,1,1,40.7621367,-73.9598359
1-01470-7501,1203-R1,404 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,181,1999,"200,000","9,218,000",46.09,495.5913978,"2,908,000",14.54,"6,310,000","50,491,993",252.46,2016,1,1048,640.4230998,424.5955384,215.8275614,1,1,0,0,0,1,0,0,4,2,1,40.7700836,-73.9537498
1-01470-7501,1203-R1,404 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,181,1999,"200,000","9,316,000",46.58,500.8602151,"2,944,000",14.72,"6,372,000","50,972,003",254.86,2017,2,1048,640.4230998,424.5955384,215.8275614,1,1,0,0,0,0,1,0,4,2,1,40.7700836,-73.9537498
1-01470-7501,1203-R1,404 EAST 76 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,181,1999,"200,000","9,460,000",47.3,508.6021505,"2,794,000",13.97,"6,666,000","53,654,000",268.27,2018,3,1048,640.4230998,424.5955384,215.8275614,1,1,0,0,0,0,0,1,4,2,1,40.7700836,-73.9537498
1-01526-7502,1242-R1,215 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,147,1963,"175,375","6,004,840",34.24,368.172043,"2,044,873",11.66,"3,959,967","31,686,991",180.68,2016,1,539,353.8108898,353.8108898,0,1,1,0,0,0,1,0,0,4,2,1,40.7747919,-73.9558198
1-01526-7502,1242-R1,215 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,147,1963,"175,375","6,562,533",37.42,402.3655914,"2,637,640",15.04,"3,924,893","31,396,987",179.03,2017,2,539,353.8108898,353.8108898,0,1,1,0,0,0,0,1,0,4,2,1,40.7747919,-73.9558198
1-01526-7502,1242-R1,215 EAST 80 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,147,1963,"175,375","6,476,599",36.93,397.0967742,"2,430,698",13.86,"4,045,901","32,486,989",185.24,2018,3,539,353.8108898,353.8108898,0,1,1,0,0,0,0,0,1,4,2,1,40.7747919,-73.9558198
1-01451-7501,1254-R1,300 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,86,2000,"187,530","9,130,836",48.69,523.5483871,"3,354,912",17.89,"5,775,924","46,217,999",246.46,2016,1,765,392.2958492,392.2958492,0,1,1,0,0,0,1,0,0,5,2,1,40.7717689,-73.955783
1-01451-7501,1254-R1,300 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,86,2000,"187,530","9,202,097",49.07,527.6344086,"3,313,655",17.67,"5,888,442","47,103,997",251.18,2017,2,765,392.2958492,392.2958492,0,1,1,0,0,0,0,1,0,5,2,1,40.7717689,-73.955783
1-01451-7501,1254-R1,300 EAST 77 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,86,2000,"187,530","9,012,692",48.06,516.7741935,"3,274,274",17.46,"5,738,418","46,187,994",246.3,2018,3,765,392.2958492,392.2958492,0,1,1,0,0,0,0,0,1,5,2,1,40.7717689,-73.955783
1-01516-7502,1260-R1,115 EAST 87 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,198,1972,"295,573","10,741,123",36.34,390.7526882,"3,969,545",13.43,"6,771,578","54,186,000",183.33,2016,1,126,130.7185231,130.7185231,0,1,1,0,0,0,1,0,0,5,2,1,40.7807091,-73.9556597
1-01516-7502,1260-R1,115 EAST 87 STREET,UPPER EAST SIDE (79-96),R9-CONDOPS,198,1972,"295,573","11,749,027",39.75,427.4193548,"4,566,603",15.45,"7,182,424","57,455,000",194.39,2017,2,126,130.7185231,130.7185231,0,1,1,0,0,0,0,1,0,5,2,1,40.7807091,-73.9556597
1-01516-7502,1260-R1,115 EAST 87 STREET,UPPER EAST SIDE (79-96),R9  -CONDOPS,198,1972,"295,573","12,807,178",43.33,465.9139785,"4,661,186",15.77,"8,145,992","65,567,000",221.83,2018,3,126,130.7185231,130.7185231,0,1,1,0,0,0,0,0,1,5,2,1,40.7807091,-73.9556597
1-01614-7501,1285-R1,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4-ELEVATOR,11,2003,"7,742","205,163",26.5,284.9462366,"77,033",9.95,"128,130","1,025,000",132.39,2016,1,344,1074.248389,1074.248389,0,1,1,0,0,0,1,0,0,0,0,0,40.7954237,-73.9484157
1-01614-7501,1285-R1,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4-ELEVATOR,11,2003,"7,742","239,228",30.9,332.2580645,"90,039",11.63,"149,189","1,193,000",154.09,2017,2,344,1074.248389,1074.248389,0,1,1,0,0,0,0,1,0,0,0,0,40.7954237,-73.9484157
1-01614-7501,1285-R1,1630 MADISON AVENUE,UPPER EAST SIDE (96-110),R4  -ELEVATOR,11,2003,"7,742","258,041",33.33,358.3870968,"104,285",13.47,"153,756","1,225,001",158.23,2018,3,344,1074.248389,1074.248389,0,1,1,0,0,0,0,0,1,0,0,0,40.7954237,-73.9484157
1-01471-7501,1300-R1,435 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,26,1900,"24,989","1,032,046",41.3,444.0860215,"360,591",14.43,"671,455","5,373,001",215.01,2016,1,1112,753.5733619,530.5586079,223.014754,1,1,0,0,0,1,0,0,4,2,1,40.7698333,-73.9523286
1-01471-7501,1300-R1,435 EAST 76 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,26,1900,"24,989","1,058,034",42.34,455.2688172,"381,082",15.25,"676,952","5,415,002",216.7,2017,2,1112,753.5733619,530.5586079,223.014754,1,1,0,0,0,0,1,0,4,2,1,40.7698333,-73.9523286
1-01471-7501,1300-R1,435 EAST 76 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,26,1900,"24,989","1,093,269",43.75,470.4301075,"320,109",12.81,"773,160","6,223,005",249.03,2018,3,1112,753.5733619,530.5586079,223.014754,1,1,0,0,0,0,0,1,4,2,1,40.7698333,-73.9523286
1-01513-7502,1308-R1,150 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,102,1986,"82,637","3,725,276",45.08,484.7311828,"886,695",10.73,"2,838,581","22,713,998",274.86,2016,1,289,118.4199167,118.4199167,0,1,1,0,0,0,1,0,0,5,2,1,40.7785105,-73.9559544
1-01513-7502,1308-R1,150 EAST 85 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,102,1986,"82,637","3,793,038",45.9,493.5483871,"1,094,114",13.24,"2,698,924","21,590,007",261.26,2017,2,289,118.4199167,118.4199167,0,1,1,0,0,0,0,1,0,5,2,1,40.7785105,-73.9559544
1-01513-7502,1308-R1,150 EAST 85 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,102,1986,"82,637","4,111,191",49.75,534.9462366,"1,380,864",16.71,"2,730,327","21,976,000",265.93,2018,3,289,118.4199167,118.4199167,0,1,1,0,0,0,0,0,1,5,2,1,40.7785105,-73.9559544
1-01547-7501,1346-R1,1628 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,14,1915,"7,921","348,049",43.94,472.4731183,"124,518",15.72,"223,531","1,788,998",225.86,2016,1,342,422.768471,132.544601,290.22387,1,1,0,0,0,1,0,0,4,2,1,40.7766769,-73.9522616
1-01547-7501,1346-R1,1628 2 AVENUE,UPPER EAST SIDE (79-96),R4-ELEVATOR,14,1915,"7,921","337,514",42.61,458.172043,"108,042",13.64,"229,472","1,835,998",231.79,2017,2,342,422.768471,132.544601,290.22387,1,1,0,0,0,0,1,0,4,2,1,40.7766769,-73.9522616
1-01547-7501,1346-R1,1628 2 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,14,1915,"7,921","338,623",42.75,459.6774194,"101,547",12.82,"237,076","1,908,001",240.88,2018,3,342,422.768471,132.544601,290.22387,1,1,0,0,0,0,0,1,4,2,1,40.7766769,-73.9522616
1-01519-7501,1358-R1,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,2003,"199,437","9,259,860",46.43,499.2473118,"3,188,998",15.99,"6,070,862","48,579,004",243.58,2016,1,418,367.3732868,367.3732868,0,1,1,0,0,0,1,0,0,4,2,1,40.7816463,-73.9522157
1-01519-7501,1358-R1,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4-ELEVATOR,94,2003,"199,437","9,786,374",49.07,527.6344086,"3,524,052",17.67,"6,262,322","50,095,003",251.18,2017,2,418,367.3732868,367.3732868,0,1,1,0,0,0,0,1,0,4,2,1,40.7816463,-73.9522157
1-01519-7501,1358-R1,181 EAST 90 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,94,2003,"199,437","9,040,479",45.33,487.4193548,"2,953,662",14.81,"6,086,817","48,992,006",245.65,2018,3,418,367.3732868,367.3732868,0,1,1,0,0,0,0,0,1,4,2,1,40.7816463,-73.9522157
1-01413-7502,1366-R1,179 EAST 78 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,14,1900,"9,285","432,588",46.59,500.9677419,"168,801",18.18,"263,787","2,111,002",227.36,2016,1,410,135.0990711,135.0990711,0,1,1,0,0,0,1,0,0,5,2,1,40.7739837,-73.9581973
1-01413-7502,1366-R1,179 EAST 78 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,14,1900,"9,285","415,968",44.8,481.7204301,"151,810",16.35,"264,158","2,112,999",227.57,2017,2,410,135.0990711,135.0990711,0,1,1,0,0,0,0,1,0,5,2,1,40.7739837,-73.9581973
1-01413-7502,1366-R1,179 EAST 78 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,14,1900,"9,285","443,452",47.76,513.5483871,"163,323",17.59,"280,129","2,255,001",242.86,2018,3,410,135.0990711,135.0990711,0,1,1,0,0,0,0,0,1,5,2,1,40.7739837,-73.9581973
1-01412-7503,1407-R1,177 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,57,1942,"87,546","3,333,752",38.08,409.4623656,"1,118,838",12.78,"2,214,914","17,723,994",202.45,2016,1,399,98.70799711,98.70799711,0,1,1,0,0,0,1,0,0,5,2,1,40.7733581,-73.9586221
1-01412-7503,1407-R1,177 EAST 77 STREET,UPPER EAST SIDE (59-79),R4-ELEVATOR,57,1942,"87,546","3,904,552",44.6,479.5698925,"1,494,410",17.07,"2,410,142","19,279,998",220.23,2017,2,399,98.70799711,98.70799711,0,1,1,0,0,0,0,1,0,5,2,1,40.7733581,-73.9586221
1-01412-7503,1407-R1,177 EAST 77 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,57,1942,"87,546","3,472,950",39.67,426.5591398,"982,266",11.22,"2,490,684","20,046,996",228.99,2018,3,399,98.70799711,98.70799711,0,1,1,0,0,0,0,0,1,5,2,1,40.7733581,-73.9586221
