blockid,w_c000_16
3.40351E+14,926
3.40351E+14,2197
3.40351E+14,753
3.40351E+14,638
3.40351E+14,2161
3.40351E+14,2206
3.40351E+14,2701
3.40351E+14,2694
3.40351E+14,2648
3.40351E+14,2707
3.40351E+14,2795
3.40351E+14,2699
3.40351E+14,2263
3.40351E+14,2212
3.40351E+14,262
3.40351E+14,2190
3.40351E+14,2190
3.40351E+14,2648
3.40351E+14,821
3.40351E+14,1220
3.40351E+14,1019
3.40351E+14,1164
3.40351E+14,2267
3.40351E+14,2425
3.40351E+14,2267
3.40351E+14,2267
3.40351E+14,2267
3.40351E+14,2941
3.40351E+14,2941
3.40351E+14,2714
3.40351E+14,2714
3.40351E+14,2425
3.40351E+14,2424
3.40351E+14,2267
3.40351E+14,2267
3.40351E+14,2350
3.40351E+14,2350
3.40351E+14,2941
3.40351E+14,2940
3.40351E+14,2941
3.40351E+14,2941
3.40351E+14,2941
3.40351E+14,2941
3.40351E+14,3151
3.40351E+14,3151
3.40351E+14,3151
3.40351E+14,2870
3.40351E+14,3150
3.40351E+14,2902
3.40351E+14,3144
3.40351E+14,3129
3.40351E+14,3150
3.40351E+14,3151
3.40351E+14,2323
3.40351E+14,2397
3.40351E+14,2714
3.40351E+14,2714
3.40351E+14,2714
3.40351E+14,2715
3.40351E+14,2715
3.40351E+14,3151
3.40351E+14,3151
3.40351E+14,3151
3.40351E+14,3151
3.40351E+14,2925
3.40351E+14,2893
3.40351E+14,2893
3.40351E+14,2892
3.40351E+14,2884
3.40351E+14,2891
3.40351E+14,2890
3.40351E+14,1741
3.40351E+14,2887
3.40351E+14,2887
3.40351E+14,1787
3.40351E+14,2886
3.40351E+14,2715
3.40351E+14,2715
3.40351E+14,2678
3.40351E+14,2892
3.40351E+14,2425
3.40351E+14,2411
3.40351E+14,305
3.40351E+14,3621
3.40351E+14,3550
3.40351E+14,3610
3.40351E+14,3589
3.40351E+14,3612
3.40351E+14,3388
3.40351E+14,3383
3.40351E+14,3415
3.40351E+14,3163
3.40351E+14,3101
3.40351E+14,3075
3.40351E+14,2006
3.40351E+14,2096
3.40351E+14,3150
3.40351E+14,3286
3.40351E+14,3533
3.40351E+14,3390
3.40351E+14,3390
3.40351E+14,3369
3.40351E+14,3219
3.40351E+14,2353
3.40351E+14,2353
3.40351E+14,2350
3.40351E+14,3493
3.40351E+14,3514
3.40351E+14,3513
3.40351E+14,2353
3.40351E+14,2353
3.40351E+14,2353
3.40351E+14,2353
3.40351E+14,2474
3.40351E+14,2450
3.40351E+14,2607
3.40351E+14,2504
3.40351E+14,2617
3.40351E+14,3637
3.40351E+14,2613
3.40351E+14,2622
3.40351E+14,2575
3.40351E+14,3571
3.40351E+14,2621
3.40351E+14,2541
3.40351E+14,2622
3.40351E+14,2622
3.40351E+14,2623
3.40351E+14,2623
3.40351E+14,2618
3.40351E+14,2626
3.40351E+14,2548
3.40351E+14,2553
3.40351E+14,2556
3.40351E+14,2573
3.40351E+14,3580
3.40351E+14,3580
3.40351E+14,3219
3.40351E+14,2353
3.40351E+14,2353
3.40351E+14,2353
3.40351E+14,2576
3.40351E+14,2576
3.40351E+14,2556
3.40351E+14,2626
3.40351E+14,2570
3.40351E+14,2570
3.40351E+14,2831
3.40351E+14,2919
3.40351E+14,2919
3.40351E+14,2941
3.40351E+14,2919
3.40351E+14,2919
3.40351E+14,2609
3.40351E+14,2609
3.40351E+14,2353
3.40351E+14,2609
3.40351E+14,2452
3.40351E+14,2609
3.40351E+14,2919
3.40351E+14,2602
3.40351E+14,2602
3.40351E+14,2601
3.40351E+14,2344
3.40351E+14,2344
3.40351E+14,2602
3.40351E+14,2935
3.40351E+14,11593
3.40351E+14,11571
3.40351E+14,14466
3.40351E+14,12432
3.40351E+14,15732
3.40351E+14,13921
3.40351E+14,13921
3.40351E+14,11578
3.40351E+14,10723
3.40351E+14,11180
3.40351E+14,10671
3.40351E+14,11175
3.40351E+14,10541
3.40351E+14,12609
3.40351E+14,9688
3.40351E+14,10127
3.40351E+14,10034
3.40351E+14,11539
3.40351E+14,13240
3.40351E+14,12991
3.40351E+14,12718
3.40351E+14,12985
3.40351E+14,15135
3.40351E+14,14740
3.40351E+14,13535
3.40351E+14,15478
3.40351E+14,15995
3.40351E+14,16002
3.40351E+14,13999
3.40351E+14,14097
3.40351E+14,14106
3.40351E+14,13998
3.40351E+14,14169
3.40351E+14,13994
3.40351E+14,13343
3.40351E+14,13085
3.40351E+14,12884
3.40351E+14,14939
3.40351E+14,13814
3.40351E+14,13658
3.40351E+14,12657
3.40351E+14,14232
3.40351E+14,15108
3.40351E+14,11364
3.40351E+14,11685
3.40351E+14,13576
3.40351E+14,14568
3.40351E+14,15110
3.40351E+14,13155
3.40351E+14,13090
3.40351E+14,12216
3.40351E+14,9712
3.40351E+14,8308
3.40351E+14,7587
3.40351E+14,7580
3.40351E+14,4893
3.40351E+14,6714
3.40351E+14,4823
3.40351E+14,5263
3.40351E+14,7999
3.40351E+14,7854
3.40351E+14,9411
3.40351E+14,9738
3.40351E+14,10230
3.40351E+14,10166
3.40351E+14,10147
3.40351E+14,10184
3.40351E+14,9616
3.40351E+14,10168
3.40351E+14,10421
3.40351E+14,10226
3.40351E+14,8743
3.40351E+14,6549
3.40351E+14,6818
3.40351E+14,8184
3.40351E+14,6792
3.40351E+14,7158
3.40351E+14,8607
3.40351E+14,7933
3.40351E+14,8768
3.40351E+14,9346
3.40351E+14,11625
3.40351E+14,10951
3.40351E+14,11475
3.40351E+14,12094
3.40351E+14,12244
3.40351E+14,12686
3.40351E+14,10195
3.40351E+14,10778
3.40351E+14,10495
3.40351E+14,9597
3.40351E+14,10319
3.40351E+14,12517
3.40351E+14,9477
3.40351E+14,8349
3.40351E+14,8783
3.40351E+14,9890
3.40351E+14,5071
3.40351E+14,4273
3.40351E+14,7351
3.40351E+14,6546
3.40351E+14,5426
3.40351E+14,5426
3.40351E+14,4909
3.40351E+14,4164
3.40351E+14,4961
3.40351E+14,5807
3.40351E+14,4934
3.40351E+14,5638
3.40351E+14,6298
3.40351E+14,3310
3.40351E+14,3474
3.40351E+14,4245
3.40351E+14,2638
3.40351E+14,3733
3.40351E+14,4610
3.40351E+14,4834
3.40351E+14,5118
3.40351E+14,5234
3.40351E+14,6304
3.40351E+14,3094
3.40351E+14,4903
3.40351E+14,4242
3.40351E+14,4338
3.40351E+14,3896
3.40351E+14,4169
3.40351E+14,4017
3.40351E+14,7286
3.40351E+14,6439
3.40351E+14,4263
3.40351E+14,4576
3.40351E+14,6814
3.40351E+14,4744
3.40351E+14,4215
3.40351E+14,4484
3.40351E+14,4646
3.40351E+14,5068
3.40351E+14,5056
3.40351E+14,8207
3.40351E+14,8498
3.40351E+14,7635
3.40351E+14,10292
3.40351E+14,6143
3.40351E+14,4532
3.40351E+14,3968
3.40351E+14,4384
3.40351E+14,4467
3.40351E+14,4410
3.40351E+14,4785
3.40351E+14,5314
3.40351E+14,4400
3.40351E+14,4602
3.40351E+14,5631
3.40351E+14,5578
3.40351E+14,4897
3.40351E+14,5017
3.40351E+14,5001
3.40351E+14,4825
3.40351E+14,15638
3.40351E+14,10508
3.40351E+14,2360
3.40351E+14,12321
3.40351E+14,11832
3.40351E+14,12860
3.40351E+14,11007
3.40351E+14,10723
3.40351E+14,13586
3.40351E+14,2349
3.40351E+14,2349
3.40351E+14,2360
3.40351E+14,10254
3.40351E+14,14431
3.40351E+14,10479
3.40351E+14,9686
3.40351E+14,8618
3.40351E+14,8566
3.40351E+14,7678
3.40351E+14,12193
3.40351E+14,8574
3.40351E+14,10193
3.40351E+14,9619
3.40351E+14,9861
3.40351E+14,14705
3.40351E+14,12379
3.40351E+14,12321
3.40351E+14,8523
3.40351E+14,12029
3.40351E+14,13846
3.40351E+14,14465
3.40351E+14,13371
3.40351E+14,10476
3.40351E+14,9522
3.40351E+14,10181
3.40351E+14,8181
3.40351E+14,10728
3.40351E+14,9905
3.40351E+14,10598
3.40351E+14,10556
3.40351E+14,12419
3.40351E+14,10898
3.40351E+14,13324
3.40351E+14,10705
3.40351E+14,12758
3.40351E+14,11589
3.40351E+14,12737
3.40351E+14,12758
3.40351E+14,11384
3.40351E+14,11419
3.40351E+14,11685
3.40351E+14,11946
3.40351E+14,12575
3.40351E+14,11704
3.40351E+14,11729
3.40351E+14,11146
3.40351E+14,12508
3.40351E+14,12298
3.40351E+14,11836
3.40351E+14,11991
3.40351E+14,6752
3.40351E+14,8081
3.40351E+14,12903
3.40351E+14,9498
3.40351E+14,3755
3.40351E+14,7845
3.40351E+14,10365
3.40351E+14,9730
3.40351E+14,10998
3.40351E+14,3161
3.40351E+14,4200
3.40351E+14,4200
3.40351E+14,4081
3.40351E+14,4762
3.40351E+14,4743
3.40351E+14,9498
3.40351E+14,6416
3.40351E+14,4164
3.40351E+14,4751
3.40351E+14,7633
3.40351E+14,6486
3.40351E+14,3200
3.40351E+14,9253
3.40351E+14,10671
3.40351E+14,8241
3.40351E+14,7633
3.40351E+14,6217
3.40351E+14,6920
3.40351E+14,6823
3.40351E+14,8626
3.40351E+14,8393
3.40351E+14,4056
3.40351E+14,3898
3.40351E+14,3746
3.40351E+14,6418
3.40351E+14,6329
3.40351E+14,7710
3.40351E+14,3064
3.40351E+14,3064
3.40351E+14,4358
3.40351E+14,3714
3.40351E+14,4277
3.40351E+14,6223
3.40351E+14,3791
3.40351E+14,624
3.40351E+14,681
3.40351E+14,687
3.40351E+14,4147
3.40351E+14,579
3.40351E+14,4754
3.40351E+14,2958
3.40351E+14,2618
3.40351E+14,2909
3.40351E+14,2910
3.40351E+14,2083
3.40351E+14,2528
3.40351E+14,1876
3.40351E+14,3211
3.40351E+14,802
3.40351E+14,1792
3.40351E+14,804
3.40351E+14,855
3.40351E+14,3166
3.40351E+14,2536
3.40351E+14,1902
3.40351E+14,4384
3.40351E+14,3497
3.40351E+14,3211
3.40351E+14,2805
3.40351E+14,2525
3.40351E+14,2643
3.40351E+14,1184
3.40351E+14,1705
3.40351E+14,1705
3.40351E+14,1707
3.40351E+14,724
3.40351E+14,732
3.40351E+14,2609
3.40351E+14,619
3.40351E+14,1894
3.40351E+14,730
3.40351E+14,738
3.40351E+14,938
3.40351E+14,1852
3.40351E+14,731
3.40351E+14,2520
3.40351E+14,800
3.40351E+14,730
3.40351E+14,768
3.40351E+14,723
3.40351E+14,705
3.40351E+14,1998
3.40351E+14,1927
3.40351E+14,1586
3.40351E+14,1362
3.40351E+14,887
3.40351E+14,1162
3.40351E+14,3575
3.40351E+14,4402
3.40351E+14,1824
3.40351E+14,2253
3.40351E+14,2051
3.40351E+14,3679
3.40351E+14,2491
3.40351E+14,1727
3.40351E+14,2010
3.40351E+14,1060
3.40351E+14,4117
3.40351E+14,665
3.40351E+14,1528
3.40351E+14,3268
3.40351E+14,2948
3.40351E+14,665
3.40351E+14,2630
3.40351E+14,4040
3.40351E+14,3939
3.40351E+14,4689
3.40351E+14,3973
3.40351E+14,4250
3.40351E+14,3893
3.40351E+14,4697
3.40351E+14,4055
3.40351E+14,3382
3.40351E+14,4055
3.40351E+14,2826
3.40351E+14,4027
3.40351E+14,3325
3.40351E+14,3730
3.40351E+14,3392
3.40351E+14,3413
3.40351E+14,3308
3.40351E+14,2492
3.40351E+14,2258
3.40351E+14,4068
3.40351E+14,2934
3.40351E+14,2623
3.40351E+14,3145
3.40351E+14,3320
3.40351E+14,3293
3.40351E+14,2037
3.40351E+14,1694
3.40351E+14,2851
3.40351E+14,2949
3.40351E+14,158
3.40351E+14,918
3.40351E+14,918
3.40351E+14,719
3.40351E+14,719
3.40351E+14,743
3.40351E+14,769
3.40351E+14,747
3.40351E+14,272
3.40351E+14,745
3.40351E+14,1352
3.40351E+14,742
3.40351E+14,858
3.40351E+14,866
3.40351E+14,866
3.40351E+14,866
3.40351E+14,851
3.40351E+14,858
3.40351E+14,1049
3.40351E+14,1783
3.40351E+14,1783
3.40351E+14,1486
3.40351E+14,1490
3.40351E+14,1781
3.40351E+14,1565
3.40351E+14,1457
3.40351E+14,2273
3.40351E+14,2985
3.40351E+14,3339
3.40351E+14,2827
3.40351E+14,1783
3.40351E+14,1565
3.40351E+14,1722
3.40351E+14,1787
3.40351E+14,1787
3.40351E+14,1783
3.40351E+14,3099
3.40351E+14,1783
3.40351E+14,1565
3.40351E+14,1861
3.40351E+14,158
3.40351E+14,475
3.40351E+14,1258
3.40351E+14,503
3.40351E+14,1437
3.40351E+14,176
3.40351E+14,494
3.40351E+14,456
3.40351E+14,595
3.40351E+14,392
3.40351E+14,392
3.40351E+14,150
3.40351E+14,96
3.40351E+14,86
3.40351E+14,392
3.40351E+14,262
3.40351E+14,769
3.40351E+14,997
3.40351E+14,1934
3.40351E+14,1846
3.40351E+14,2233
3.40351E+14,1904
3.40351E+14,1852
3.40351E+14,1898
3.40351E+14,810
3.40351E+14,756
3.40351E+14,757
3.40351E+14,758
3.40351E+14,762
3.40351E+14,757
3.40351E+14,756
3.40351E+14,757
3.40351E+14,1928
3.40351E+14,1237
3.40351E+14,2235
3.40351E+14,804
3.40351E+14,795
3.40351E+14,177
3.40351E+14,48
3.40351E+14,81
3.40351E+14,193
3.40351E+14,210
3.40351E+14,224
3.40351E+14,210
3.40351E+14,226
3.40351E+14,226
3.40351E+14,200
3.40351E+14,812
3.40351E+14,1149
3.40351E+14,1155
3.40351E+14,1155
3.40351E+14,980
3.40351E+14,768
3.40351E+14,792
3.40351E+14,145
3.40351E+14,151
3.40351E+14,801
3.40351E+14,234
3.40351E+14,287
3.40351E+14,1086
3.40351E+14,232
3.40351E+14,158
3.40351E+14,158
3.40351E+14,170
3.40351E+14,26
3.40351E+14,26
3.40351E+14,104
3.40351E+14,122
3.40351E+14,122
3.40351E+14,1156
3.40351E+14,2951
3.40351E+14,1700
3.40351E+14,1875
3.40351E+14,1580
3.40351E+14,37
3.40351E+14,2573
3.40351E+14,1675
3.40351E+14,281
3.40351E+14,16
3.40351E+14,1895
3.40351E+14,97
3.40351E+14,2595
3.40351E+14,1675
3.40351E+14,3480
3.40351E+14,3480
3.40351E+14,3099
3.40351E+14,2635
3.40351E+14,1914
3.40351E+14,2594
3.40351E+14,534
3.40351E+14,738
3.40351E+14,291
3.40351E+14,534
3.40351E+14,765
3.40351E+14,567
3.40351E+14,705
3.40351E+14,353
3.40351E+14,204
3.40351E+14,353
3.40351E+14,278
3.40351E+14,350
3.40351E+14,204
3.40351E+14,288
3.40351E+14,288
3.40351E+14,289
3.40351E+14,292
3.40351E+14,304
3.40351E+14,647
3.40351E+14,276
3.40351E+14,196
3.40351E+14,193
3.40351E+14,196
3.40351E+14,193
3.40351E+14,193
3.40351E+14,735
3.40351E+14,2523
3.40351E+14,2517
3.40351E+14,2635
3.40351E+14,2665
3.40351E+14,2665
3.40351E+14,735
3.40351E+14,2517
3.40351E+14,2639
3.40351E+14,2635
3.40351E+14,2523
3.40351E+14,3014
3.40351E+14,2212
3.40351E+14,3014
3.40351E+14,2136
3.40351E+14,3167
3.40351E+14,2212
3.40351E+14,1057
3.40351E+14,2117
3.40351E+14,2117
3.40351E+14,2120
3.40351E+14,82
3.40351E+14,82
3.40351E+14,85
3.40351E+14,97
3.40351E+14,97
3.40351E+14,81
3.40351E+14,77
3.40351E+14,99
3.40351E+14,205
3.40351E+14,85
3.40351E+14,215
3.40351E+14,249
3.40351E+14,171
3.40351E+14,92
3.40351E+14,81
3.40351E+14,87
3.40351E+14,92
3.40351E+14,1675
3.40351E+14,762
3.40351E+14,1675
3.40351E+14,757
3.40351E+14,757
3.40351E+14,1725
3.40351E+14,1725
3.40351E+14,756
3.40351E+14,1715
3.40351E+14,67
3.40351E+14,175
3.40351E+14,175
3.40351E+14,153
3.40351E+14,4005
3.40351E+14,3987
3.40351E+14,3270
3.40351E+14,176
3.40351E+14,166
3.40351E+14,161
3.40351E+14,92
3.40351E+14,67
3.40351E+14,233
3.40351E+14,612
3.40351E+14,604
3.40351E+14,1838
3.40351E+14,2037
3.40351E+14,1861
3.40351E+14,1861
3.40351E+14,2048
3.40351E+14,1864
3.40351E+14,1691
3.40351E+14,2983
3.40351E+14,1324
3.40351E+14,1864
3.40351E+14,6107
3.40351E+14,6887
3.40351E+14,3067
3.40351E+14,3137
3.40351E+14,6057
3.40351E+14,6070
3.40351E+14,6055
3.40351E+14,3170
3.40351E+14,6070
3.40351E+14,758
3.40351E+14,2894
3.40351E+14,758
3.40351E+14,13
3.40351E+14,2814
3.40351E+14,120
3.40351E+14,683
3.40351E+14,228
3.40351E+14,168
3.40351E+14,316
3.40351E+14,187
3.40351E+14,875
3.40351E+14,199
3.40351E+14,306
3.40351E+14,5988
3.40351E+14,5340
3.40351E+14,2622
3.40351E+14,5727
3.40351E+14,7003
3.40351E+14,11210
3.40351E+14,13305
3.40351E+14,2349
3.40351E+14,9129
3.40351E+14,17251
3.40351E+14,2314
3.40351E+14,2526
3.40351E+14,11233
3.40351E+14,9730
3.40351E+14,19449
3.40351E+14,19
3.40351E+14,43
3.40351E+14,590
3.40351E+14,6202
3.40351E+14,3391
3.40351E+14,6472
3.40351E+14,6265
3.40351E+14,7964
3.40351E+14,0
3.40351E+14,13535
3.40351E+14,12410
3.40351E+14,13157
3.40351E+14,2179
3.40351E+14,5987
3.40351E+14,833
3.40351E+14,205
3.40351E+14,106
3.40351E+14,4754
3.40351E+14,2222
3.40351E+14,1979
3.40351E+14,5964
3.40351E+14,6231
3.40351E+14,4841
3.40351E+14,350
3.40351E+14,1270
3.40351E+14,1161
3.40351E+14,1278
3.40351E+14,1532
3.40351E+14,1965
3.40351E+14,1714
3.40351E+14,1780
3.40351E+14,1271
3.40351E+14,2034
3.40351E+14,1281
3.40351E+14,1343
3.40351E+14,1567
3.40351E+14,1227
3.40351E+14,1840
3.40351E+14,1605
3.40351E+14,4330
3.40351E+14,1124
3.40351E+14,1095
3.40351E+14,1340
3.40351E+14,392
3.40351E+14,605
3.40351E+14,2024
3.40351E+14,1889
3.40351E+14,885
3.40351E+14,1224
3.40351E+14,1176
3.40351E+14,386
3.40351E+14,510
3.40351E+14,494
3.40351E+14,860
3.40351E+14,1778
3.40351E+14,1748
3.40351E+14,1783
3.40351E+14,1409
3.40351E+14,1053
3.40351E+14,687
3.40351E+14,687
3.40351E+14,1338
3.40351E+14,8833
3.40351E+14,9006
3.40351E+14,9990
3.40351E+14,9258
3.40351E+14,9006
3.40351E+14,9157
3.40351E+14,9006
3.40351E+14,9157
3.40351E+14,9258
3.40351E+14,9271
3.40351E+14,9157
3.40351E+14,9269
3.40351E+14,9353
3.40351E+14,9475
3.40351E+14,9475
3.40351E+14,9412
3.40351E+14,821
3.40351E+14,861
3.40351E+14,1962
3.40351E+14,1952
3.40351E+14,1929
3.40351E+14,2259
3.40351E+14,8842
3.40351E+14,9157
3.40351E+14,8993
3.40351E+14,9006
3.40351E+14,8858
3.40351E+14,9006
3.40351E+14,8974
3.40351E+14,9079
3.40351E+14,1400
3.40351E+14,1676
3.40351E+14,5436
3.40351E+14,3163
3.40351E+14,6188
3.40351E+14,1828
3.40351E+14,8993
3.40351E+14,9184
3.40351E+14,9333
3.40351E+14,2462
3.40351E+14,2281
3.40351E+14,5670
3.40351E+14,2386
3.40351E+14,2086
3.40351E+14,1845
3.40351E+14,1845
3.40351E+14,2499
3.40351E+14,3373
3.40351E+14,1988
3.40351E+14,2913
3.40351E+14,1630
3.40351E+14,3085
3.40351E+14,3270
3.40351E+14,1729
3.40351E+14,2152
3.40351E+14,3377
3.40351E+14,9450
3.40351E+14,8872
3.40351E+14,3001
3.40351E+14,3086
3.40351E+14,2244
3.40351E+14,1986
3.40351E+14,2187
3.40351E+14,2266
3.40351E+14,2317
3.40351E+14,1962
3.40351E+14,2241
3.40351E+14,1844
3.40351E+14,564
3.40351E+14,454
3.40351E+14,656
3.40351E+14,1544
3.40351E+14,452
3.40351E+14,144
3.40351E+14,355
3.40351E+14,1659
3.40351E+14,2213
3.40351E+14,2359
3.40351E+14,1787
3.40351E+14,1785
3.40351E+14,2138
3.40351E+14,2151
3.40351E+14,2112
3.40351E+14,2183
3.40351E+14,1820
3.40351E+14,516
3.40351E+14,1998
3.40351E+14,10033
3.40351E+14,9445
3.40351E+14,10923
3.40351E+14,5466
3.40351E+14,9760
3.40351E+14,9373
3.40351E+14,9509
3.40351E+14,6144
3.40351E+14,6144
3.40351E+14,85
3.40351E+14,5291
3.40351E+14,5880
3.40351E+14,11038
3.40351E+14,10699
3.40351E+14,10682
3.40351E+14,9370
3.40351E+14,10032
3.40351E+14,9258
3.40351E+14,9272
3.40351E+14,10651
3.40351E+14,5401
3.40351E+14,5057
3.40351E+14,5832
3.40351E+14,5974
3.40351E+14,3163
3.40351E+14,1700
3.40351E+14,3037
3.40351E+14,2626
3.40351E+14,1402
3.40351E+14,3115
3.40351E+14,3068
3.40351E+14,2368
3.40351E+14,3084
3.40351E+14,2548
3.40351E+14,1807
3.40351E+14,1759
3.40351E+14,1014
3.40351E+14,245
3.40351E+14,871
3.40351E+14,1050
3.40351E+14,282
3.40351E+14,239
3.40351E+14,1073
3.40351E+14,281
3.40351E+14,933
3.40351E+14,290
3.40351E+14,278
3.40351E+14,303
3.40351E+14,306
3.40351E+14,880
3.40351E+14,880
3.40351E+14,880
3.40351E+14,880
3.40351E+14,879
3.40351E+14,828
3.40351E+14,877
3.40351E+14,830
3.40351E+14,829
3.40351E+14,933
3.40351E+14,891
3.40351E+14,891
3.40351E+14,891
3.40351E+14,880
3.40351E+14,891
3.40351E+14,876
3.40351E+14,891
3.40351E+14,891
3.40351E+14,891
3.40351E+14,868
3.40351E+14,306
3.40351E+14,9
3.40351E+14,1381
3.40351E+14,880
3.40351E+14,294
3.40351E+14,294
3.40351E+14,282
3.40351E+14,891
3.40351E+14,107
3.40351E+14,1984
3.40351E+14,1747
3.40351E+14,1941
3.40351E+14,195
3.40351E+14,109
3.40351E+14,109
3.40351E+14,40
3.40351E+14,21
3.40351E+14,1965
3.40351E+14,1984
3.40351E+14,1946
3.40351E+14,1996
3.40351E+14,283
3.40351E+14,268
3.40351E+14,1962
3.40351E+14,1954
3.40351E+14,1962
3.40351E+14,1781
3.40351E+14,1996
3.40351E+14,1968
3.40351E+14,98
3.40351E+14,1969
3.40351E+14,98
3.40351E+14,120
3.40351E+14,151
3.40351E+14,119
3.40351E+14,292
3.40351E+14,329
3.40351E+14,101
3.40351E+14,256
3.40351E+14,245
3.40351E+14,258
3.40351E+14,307
3.40351E+14,1996
3.40351E+14,862
3.40351E+14,915
3.40351E+14,15
3.40351E+14,346
3.40351E+14,27
3.40351E+14,337
3.40351E+14,239
3.40351E+14,239
3.40351E+14,251
3.40351E+14,891
3.40351E+14,1002
3.40351E+14,879
3.40351E+14,880
3.40351E+14,843
3.40351E+14,866
3.40351E+14,879
3.40351E+14,879
3.40351E+14,891
3.40351E+14,877
3.40351E+14,933
3.40351E+14,853
3.40351E+14,1080
3.40351E+14,895
3.40351E+14,895
3.40351E+14,895
3.40351E+14,891
3.40351E+14,895
3.40351E+14,895
3.40351E+14,891
3.40351E+14,330
3.40351E+14,277
3.40351E+14,277
3.40351E+14,2635
3.40351E+14,2635
3.40351E+14,837
3.40351E+14,2635
3.40351E+14,2635
3.40351E+14,870
3.40351E+14,2709
3.40351E+14,2517
3.40351E+14,2665
3.40351E+14,1438
3.40351E+14,3014
3.40351E+14,3014
3.40351E+14,1618
3.40351E+14,1625
3.40351E+14,270
3.40351E+14,1625
3.40351E+14,1625
3.40351E+14,227
3.40351E+14,1622
3.40351E+14,201
3.40351E+14,74
3.40351E+14,153
3.40351E+14,659
3.40351E+14,349
3.40351E+14,401
3.40351E+14,403
3.40351E+14,359
3.40351E+14,208
3.40351E+14,408
3.40351E+14,296
3.40351E+14,1063
3.40351E+14,403
3.40351E+14,251
3.40351E+14,232
3.40351E+14,262
3.40351E+14,30
3.40351E+14,65
3.40351E+14,516
3.40351E+14,295
3.40351E+14,1696
3.40351E+14,1696
3.40351E+14,1716
3.40351E+14,1774
3.40351E+14,1716
3.40351E+14,1280
3.40351E+14,167
3.40351E+14,540
3.40351E+14,420
3.40351E+14,345
3.40351E+14,603
3.40351E+14,422
3.40351E+14,421
3.40351E+14,468
3.40351E+14,552
3.40351E+14,401
3.40351E+14,398
3.40351E+14,352
3.40351E+14,401
3.40351E+14,401
3.40351E+14,398
3.40351E+14,350
3.40351E+14,393
3.40351E+14,360
3.40351E+14,350
3.40351E+14,362
3.40351E+14,352
3.40351E+14,956
3.40351E+14,399
3.40351E+14,350
3.40351E+14,367
3.40351E+14,11
3.40351E+14,11
3.40351E+14,8
3.40351E+14,11
3.40351E+14,4
3.40351E+14,140
3.40351E+14,5
3.40351E+14,82
3.40351E+14,133
3.40351E+14,81
3.40351E+14,488
3.40351E+14,394
3.40351E+14,30
3.40351E+14,791
3.40351E+14,2145
3.40351E+14,2072
3.40351E+14,1883
3.40351E+14,2429
3.40351E+14,2426
3.40351E+14,1892
3.40351E+14,2018
3.40351E+14,1952
3.40351E+14,2018
3.40351E+14,5317
3.40351E+14,5374
3.40351E+14,5362
3.40351E+14,5324
3.40351E+14,2729
3.40351E+14,2814
3.40351E+14,2859
3.40351E+14,5527
3.40351E+14,5381
3.40351E+14,5374
3.40351E+14,5701
3.40351E+14,5673
3.40351E+14,5415
3.40351E+14,6013
3.40351E+14,5368
3.40351E+14,6371
3.40351E+14,2517
3.40351E+14,5607
3.40351E+14,5415
3.40351E+14,5727
3.40351E+14,2734
3.40351E+14,5746
3.40351E+14,5858
3.40351E+14,2488
3.40351E+14,3041
3.40351E+14,2953
3.40351E+14,2759
3.40351E+14,2774
3.40351E+14,2538
3.40351E+14,2883
3.40351E+14,2584
3.40351E+14,2669
3.40351E+14,2623
3.40351E+14,2379
3.40351E+14,3109
3.40351E+14,3024
3.40351E+14,2483
3.40351E+14,2606
3.40351E+14,2726
3.40351E+14,4134
3.40351E+14,4134
3.40351E+14,5394
3.40351E+14,3036
3.40351E+14,12
3.40351E+14,143
3.40351E+14,78
3.40351E+14,122
3.40351E+14,128
3.40351E+14,15
3.40351E+14,18
3.40351E+14,33
3.40351E+14,26
3.40351E+14,22
3.40351E+14,33
3.40351E+14,13
3.40351E+14,26
3.40351E+14,0
3.40351E+14,26
3.40351E+14,10
3.40351E+14,10
3.40351E+14,10
3.40351E+14,10
3.40351E+14,27
3.40351E+14,116
3.40351E+14,18
3.40351E+14,22
3.40351E+14,149
3.40351E+14,60
3.40351E+14,49
3.40351E+14,18
3.40351E+14,24
3.40351E+14,26
3.40351E+14,867
3.40351E+14,1886
3.40351E+14,897
3.40351E+14,867
3.40351E+14,2835
3.40351E+14,2446
3.40351E+14,142
3.40351E+14,144
3.40351E+14,164
3.40351E+14,163
3.40351E+14,2543
3.40351E+14,297
3.40351E+14,641
3.40351E+14,1821
3.40351E+14,2938
3.40351E+14,2586
3.40351E+14,2675
3.40351E+14,2733
3.40351E+14,2820
3.40351E+14,6084
3.40351E+14,2416
3.40351E+14,5798
3.40351E+14,5838
3.40351E+14,2652
3.40351E+14,2641
3.40351E+14,2654
3.40351E+14,2783
3.40351E+14,5731
3.40351E+14,2790
3.40351E+14,2881
3.40351E+14,234
3.40351E+14,199
3.40351E+14,229
3.40351E+14,595
3.40351E+14,188
3.40351E+14,188
3.40351E+14,90
3.40351E+14,89
3.40351E+14,110
3.40351E+14,3100
3.40351E+14,3106
3.40351E+14,5992
3.40351E+14,2820
3.40351E+14,2871
3.40351E+14,326
3.40351E+14,694
3.40351E+14,296
3.40351E+14,1071
3.40351E+14,871
3.40351E+14,878
3.40351E+14,824
3.40351E+14,1132
3.40351E+14,3195
3.40351E+14,1727
3.40351E+14,1727
3.40351E+14,1727
3.40351E+14,1705
3.40351E+14,2595
